source_text,target_loinc
"stool stool poassium,",15202-5
"stool stool potassium,",15202-5
"stool potassium, stool",15202-5
stl stool ptassium,15202-5
cd56 blood,8133-1
blood d56,8133-1
cd56 loo,8133-1
blood cd56,8133-1
blood cd56,8133-1
cd23 bone marrow,51268-1
marrow bone cd2,51268-1
cd23 marrow bone,51268-1
cd23 marrow bone,51268-1
marrow bone cd23,51268-1
nucleated red cells blood,772-4
nucleated rd cells abs blood,772-4
nucleated manl red cells blood,772-4
nucleated red cells bld,772-4
ceatd red cells bood,772-4
"rbc, joint fluid joint fluid",26458-0
"rbc, joint fl joint fluid erthrocyte",26458-0
"rbc, joint fluid joint fluid",26458-0
"rbc, jint fuid joint fluid rbcs",26458-0
"rbc, joint fluid joint fluid count",26458-0
hyaline casts urine,5796-8
yaline uin cat,5796-8
hyaline urine casts,5796-8
cass hyaline urn,5796-8
urine casts hyaline,5796-8
free fat urine,53359-6
fre fat urne,53359-6
urine fat free,53359-6
free ft urie,53359-6
urine fat free,53359-6
methemoglobin blood,2614-6
hgb methemoglobinblood,2614-6
methemoglobin hi blood,2614-6
ethemoglobin bld,2614-6
bld methemoglobin quant,2614-6
testosterone blood,2986-8
estosteone blood plsm,2986-8
serum or plasma tstoroneblood,2986-8
quantitative testosterone bld,2986-8
quant testosterone blood,2986-8
"cd4 cells, percent blood",8127-3
cd4 cell prct blood,8127-3
"cd4 cells, pecentblood",8127-3
"cells, cd4 percent blood",8127-3
"percent cells, cd4 blood",8127-3
polys joint fluid,26522-3
jointfluid polys,26522-3
polys joint fluid,26522-3
fluid synovial fluid jn poys,26522-3
fluid joint polys,26522-3
"reticulocyte count, manual blood",31112-6
"red blood cell reticulocyte count, manual blood",31112-6
"reticulcyte ount, anual lood",31112-6
"retiulocyte count, manul blood red blood cell",31112-6
"retiulocte blood manul count,",31112-6
cd14 blood,8111-7
bood cd14,8111-7
cd14 blood,8111-7
blood cd14,8111-7
blood cd14,8111-7
cd13 bone marrow,51237-6
bone cd13 marrow,51237-6
arrow bone cd13,51237-6
cd13 one marrow,51237-6
marrow bone cd13,51237-6
polys other body fluid,26518-1
pols other bod fuid,26518-1
plys tebody qnt fluid,26518-1
polys otherbody fluid,26518-1
body other polys fluid,26518-1
factor xi blood,3226-8
xi factor blood,3226-8
factor xi bloo,3226-8
factor blood xi,3226-8
factor blood xi,3226-8
platelet smear blood,778-1
platelet smear blood random,778-1
platelet smear thrombocyte blood,778-1
platelet smear bld,778-1
platelet thrombocytes smear blood,778-1
o2 flow blood,3151-8
o2 flow blood,3151-8
flobod respiratory o2,3151-8
o2 volume rate flow bld,3151-8
o2 inhaled gas fow blood,3151-8
"cholesterol, ldl, calculated blood",2090-9
"choeserol, calclatd ldl, blood",2090-9
"cholesterol, ldl, plasma calculated blood",2090-9
"calculated ldl, cholesterol, blood quant",2090-9
"cholestero, calculatedblood ldl quan",2090-9
"ld, joint fluid joint fluid",2533-8
"ld, fluid fluid joint joint chemistry",2533-8
"ld, joint fluid joint fluid",2533-8
"ld, joint fluid joint fluid",2533-8
"ld, joint fluid joint flid",2533-8
peep blood,20077-4
blood peep,20077-4
peep blood,20077-4
blood ep,20077-4
blood peep,20077-4
parathyroid hormone blood,2731-8
blod horone parahyroid,2731-8
parathyroidhrmone bld,2731-8
blood ormone arathyroi,2731-8
bloo quan hormoe arathyroid,2731-8
bands other body fluid,26510-8
quan band oherbody fluid,26510-8
fluid other body band,26510-8
pnm bands other body fluid,26510-8
bands fluid body other,26510-8
"chloride, stool stool",15158-9
"gi chlride, stool sool",15158-9
"chloride, sool stoo faecal",15158-9
"chloride, stool stol",15158-9
"faeces chloride, stool stool",15158-9
cd41 blood,17148-8
cd41 bloo,17148-8
cd41 blood,17148-8
blood cd41,17148-8
lood c41,17148-8
ph other body fluid,2748-2
ph bf other body fluid,2748-2
ph fluid body other body fluid,2748-2
other ph body fluid,2748-2
other ph body fluid point in time,2748-2
cd33 bone marrow,51293-9
cd33 bon arrw,51293-9
cd33 marrow bone,51293-9
arrow bne cd33,51293-9
cd33 bone marrow,51293-9
cd59 bone marrow,51358-0
cd59 marrow bone,51358-0
cd59 bone marrow,51358-0
bone cd59 marrow,51358-0
marrow bone cd59,51358-0
"heparin, lmw blood",32684-3
"blood lmw hepari,",32684-3
"hepari, lmw od",32684-3
"heparin, blood lmw",32684-3
"hearin, lmw bloo",32684-3
ph urine,2756-5
urne ph random,2756-5
urine ph,2756-5
urine ph,2756-5
uine p,2756-5
"bicarbonate, pleural pleural",54361-1
"pleul pleural bicarbonate,",54361-1
"bicarbonate, pleural pleural",54361-1
"pleural bicarbonate, pleural",54361-1
"bicrbonate, pleura pleural",54361-1
"total protein, urine urine",2887-8
"protein, total urine urine",2887-8
"total protein,reine",2887-8
"tota urie urine proten,",2887-8
"urine protein, total urine",2887-8
neutrophils blood,761-7
blood neutrophils,761-7
neutrophils blod,761-7
blood neutrophils,761-7
blood neutrophils,761-7
immunofixation blood,49275-1
blood immunofixation,49275-1
impression/interpretation of study blood mmunofixation,49275-1
blood immunofixation,49275-1
immunofixation plasma blood,49275-1
wbc casts urine,5820-6
casts wbc urine,5820-6
catsurine bc,5820-6
wc cst urne,5820-6
wbc castsurine,5820-6
hemoglobin c blood,4561-7
blood electr c hemoglobin,4561-7
blood c hemoglobin totl,4561-7
blood c hemoglobin totl,4561-7
c hemoglobin percent blood,4561-7
"cholesterol, ascites ascites",14441-0
"ascites liver cholesterol, ascites",14441-0
"cholesterol, asites chemistry ascites",14441-0
"liver cholesterol, ascites ascites",14441-0
"choleserol, sitescites",14441-0
"lipase, ascites ascites",32722-1
"liase, ascites ascis",32722-1
"ascites asites ipse, lps",32722-1
"ascites tributyrase lipase, ascites",32722-1
"ascites ascites lipase,",32722-1
monocyte count blood,26484-6
monocye absolutes count bld,26484-6
monos blood count monocyte,26484-6
monocyte count bood,26484-6
onocte random countblod,26484-6
envelope cells blood,681-7
envelope cells blood stains,681-7
cll envelop bld,681-7
misc enelope cells blood,681-7
stains envelope bld cells,681-7
cd4/cd8 ratio other body fluid,18266-7
cd4/cd8 body other ratio fluid,18266-7
fluid atio oter ody cd4/cd8,18266-7
cd4/cd8 other ratio body fluid,18266-7
cd4/d8 luid other body ratio,18266-7
specific gravity urine,5811-5
gavit speciic urin,5811-5
urine gravity specific,5811-5
urine gravit specific,5811-5
specific urine gravity,5811-5
sickle cell preparation blood,6864-3
blood cell preparation sickle,6864-3
sickle cell soly preparation blood,6864-3
sickle cell bld preparation,6864-3
bld cell pr preparation sickle,6864-3
"urine volume, total urine",28009-9
"urine total volume, urine",28009-9
"volume, urine total urine",28009-9
"urine volume, tota urine",28009-9
"urine volume, urine total",28009-9
absolute cd3 count blood,8124-0
absolute count cd3 blood,8124-0
asolute cd3 count lood,8124-0
absolute cd3 blood count,8124-0
blood cd3 count absolute,8124-0
"urea nitrogen, urine urine",3095-7
nirogen urea urine urne,3095-7
"urea urine nitrogen, urine",3095-7
"ure nitrogen, urine urine",3095-7
"reantroen, urine rine",3095-7
mesothelial cells pleural,30431-1
mesothelial pleural cells,30431-1
pleural cells white bld cells mesothelial,30431-1
mesothlial cells pleur,30431-1
leukocyte mesothelial pleural cells,30431-1
immunoglobulin a blood,2458-8
immunoglobulin a blood qnt,2458-8
mass concentration blood a immunoglobulin,2458-8
a universallaborders immunoglobulin bld,2458-8
imunoglobuli  blod,2458-8
asparate aminotransferase (ast) blood,1920-8
asparate minotransferase ast) lood,1920-8
asarate amntransferase serplas (ast) lood,1920-8
asparate aminotransferase (ast) bld aspartic acid,1920-8
asparte point in time (at) amnotransferase blood,1920-8
absolute lymphocyte count blood,26474-7
blood lymphocyte count absolute #,26474-7
absolute lymphocyte count blood,26474-7
absolute quan lymphocyte count blood,26474-7
solute count ct lymphocye blood,26474-7
calcium oxalate crystals urine,5774-5
urine oxalate crystals calcium,5774-5
urine oxalate crystals calcium,5774-5
calcium oxaate cystals urine,5774-5
urine oxalate crystals calcium,5774-5
basophils ascites,35069-4
hematology/cell counts ascites basophils,35069-4
white blood cell ascites basophils,35069-4
basophils scits prt,35069-4
basophils ascites,35069-4
"sodium, body fluid other body fluid",2950-4
"sodium, body other body fluid fluid body fluid",2950-4
"sodium, body fluid qnt fluid body other",2950-4
"sodium, fluid body other body fluid",2950-4
"fluid body fluid substance concentration othr boy sodium,",2950-4
"magnesium, body fluid other body fluid",29365-4
"magnesium, body fluid other body fluid body fluid, unsp",29365-4
"magnesium, body other fluid body fluid bf",29365-4
"manesium,ody otherbodyfluid flid",29365-4
"magnesium, other fluid body body fluid body fluid, unsp",29365-4
cd13 other body fluid,51238-4
other cd13 body fluid,51238-4
d13 other fluid body,51238-4
cd13 othe fluid body,51238-4
cd13 other fluid body,51238-4
ethanol blood,5642-4
etanolbld,5642-4
blood ethanol alcohol,5642-4
ethanl blood,5642-4
ethanl blood,5642-4
"sodium, body fluid other body fluid",2950-4
"sodium, body fluid other substance concentration body fluid",2950-4
"sodium, fluid body other body fluid",2950-4
"sodium, body fluid other random body fluid",2950-4
"sodium, body fluidother body fluid",2950-4
basophils blood,704-7
quantitative basophils blood,704-7
elec baophi blood,704-7
bld basophils,704-7
blood basophils,704-7
uric acid blood,3084-1
bld acid serum or plasma uric,3084-1
uric acid blood,3084-1
uric point in time acid blood,3084-1
uric acid plasma bld,3084-1
red blood cells blood,789-8
blood red cells blood,789-8
number concentration (count/vol) red bld cells bld,789-8
red blood cells blood absolutes,789-8
red cells blood blood,789-8
factor v blood,3193-0
blood v factor,3193-0
v facor boo,3193-0
v factor blood,3193-0
blood v factor,3193-0
"pco2, body fluid other body fluid",2023-0
"co2, ody pulmonology fluid other bodyfluid",2023-0
"pco2, body flui other body fluid lung",2023-0
"pco2, body fluid other body fluid fl",2023-0
random pco2 bodyfluid body other fuid,2023-0
ammonium biurate urine,12454-5
mmonim urine biurate,12454-5
ammonium urine biurae,12454-5
biurate ammonium urine,12454-5
ammonium urine biurate,12454-5
eosinophils pleural,30379-2
osinophls plural,30379-2
sinohils percent pleurl,30379-2
eosinophils pleural,30379-2
qnt pleural eosinophils,30379-2
metamyelocytes blood,28541-1
metamyelocytes blood random,28541-1
quant bood metamyelocys,28541-1
mtayelocytes bloo,28541-1
blood metamyelocytes,28541-1
salicylate blood,4023-8
blood salicylate,4023-8
serum salicylate bod,4023-8
blood salicylate pl,4023-8
random bld salicylate,4023-8
"bilirubin, total, pleural pleural",14421-2
"bilirubin, pleural pleural total, random",14421-2
"biliubin, total,pleura random plurl",14421-2
"bilirubin, pleura pleural ttal,",14421-2
"bilirubin, total, qnt pleural pleural",14421-2
"creatinine, ascites ascites",12191-3
"creatinin,ascitesascites",12191-3
"creatinine, ascites acites",12191-3
"ascites pt creatinine, ascites",12191-3
"ascites ascites creat creatinine,",12191-3
cd4/cd8 ratio blood,8129-9
ratio cd4/cd8 blood,8129-9
ratiobood d4/cd8,8129-9
ratio cd4/cd8 lod,8129-9
blood ratio cd4/cd8,8129-9
troponin i blood,10839-9
universallaborders blood i trponin,10839-9
i troponin blood,10839-9
blood pl i troponin,10839-9
blod i troponin,10839-9
"glucose, joint fluid joint fluid",2348-1
"joint joint fluid glucose, fluid",2348-1
"glucose, joint fluid joint fluid",2348-1
"glucose, joint fluid joint fluid",2348-1
"glucose, joint fluid joint fluid",2348-1
myelocytes blood,26498-6
blood mylocs,26498-6
moctes bod,26498-6
myelocytes blood myel,26498-6
leukocyte bod myelocytes,26498-6
24 hr protein urine,2889-4
24 universallaborders hr protenurine,2889-4
nephrology 24 hr proein urine,2889-4
24 protein ua hr urine,2889-4
24 hr protein urine,2889-4
cd5 blood,8132-3
cd5 blood,8132-3
cd5 blood,8132-3
blod cd5,8132-3
cd5 bood,8132-3
"total protein, ascites ascites",2883-7
"protein, total ascites prt ascites",2883-7
"total protein, ascites ascites",2883-7
"total ascites ascites protein, mass concentration",2883-7
total protein ascite ascies,2883-7
dhea-sulfate blood,2191-5
dheaulate lood,2191-5
dhea-sulfate bld,2191-5
dhea-sulfate dhea-so4 blood,2191-5
blood dhea-sulfate,2191-5
"total protein, body fluid other body fluid",2881-1
"total proei, body fluid othe fluid body",2881-1
"total fluid body protein, other body fluid",2881-1
"total protein, body fluid other body fluid fl",2881-1
"body protein, total fluid other body fluid pr",2881-1
"cholesterol, hdl blood",2085-9
"blood hdl cholesterol,",2085-9
"cholestero,hd bld",2085-9
"choeterol, hdl blod",2085-9
"quan blood hdl cholesterol,",2085-9
von willebrand factor activity blood,6014-5
vo wilebran factoractivty blood,6014-5
on blod factor ctivity willebrand,6014-5
activity willebrand factor von blood,6014-5
on wllebrand facor ctivity blood,6014-5
polys pleural,26519-9
pols pleural white bld cell,26519-9
pleural polys,26519-9
polys leuc pleural,26519-9
number fraction pleural polys,26519-9
pco2 blood,11557-6
blood pco2,11557-6
blood pco2,11557-6
quant pco2 blod,11557-6
pco2 p2 blod,11557-6
cd16/56 other body fluid,18268-3
cd16/56 fluid boy her,18268-3
other cd16/56 body fluid,18268-3
cd16/56 body other fluid,18268-3
cd16/56 oter body fluid,18268-3
"opiate screen, urine urine",3879-4
"opiate screen, urine urine",3879-4
opiate screen urine urine,3879-4
"opiate screen, urine urine",3879-4
"screen, opiate urine urine",3879-4
"total protein, pleural pleural",2882-9
"total pleural protein, pleural",2882-9
"total potein, pleura pleurl quant",2882-9
"total protein, pleural thoracentesis fluid pleural",2882-9
"point in time total pleural protein, pleural",2882-9
"protein, total blood",2885-2
"serum protein, total bld",2885-2
"total protein, blood",2885-2
"total protein, blood",2885-2
"totalblod protein,",2885-2
platelet clumps blood,40741-1
clumpsbood platelt,40741-1
platelet plt clumps blood,40741-1
blood clums auto platelet,40741-1
platelet clumps blood elect,40741-1
eosinophils other body fluid,26452-3
eosinophils other body flui,26452-3
body other eosinophils fluid,26452-3
eosinophils other body fluid,26452-3
otr eosnphils body flid,26452-3
hypochromia blood,728-6
ypochromia blod,728-6
blood hyocho,728-6
hypocromia hypochromic blood,728-6
hypochromia blood,728-6
bilirubin crystals urine,5771-1
urine crystals bilirubin,5771-1
biiubi urine crystals,5771-1
crystals bilirubin urine,5771-1
urine crystals bilirubin,5771-1
"calculated bicarbonate, whole blood blood",1959-6
"whole bicarbonate, calculated blood blood",1959-6
"calculated bicarbonate, random whole bld bld",1959-6
"calculated bicarbonate, blood whole blood",1959-6
"blod bicarbonate, whole blood calculaed",1959-6
factor ix blood,3188-0
blood ix factor,3188-0
factor i blood,3188-0
fctor ix blood,3188-0
x factor lood,3188-0
alveolar-arterial gradient blood,19991-9
blood gradient alveolar-arterial,19991-9
alveola-arterial radietblood,19991-9
lveolarrtrial bood gradent,19991-9
blood gradient alveolar-arterial,19991-9
urine appearance urine,5767-9
urne apparance urie,5767-9
urine urine appearance,5767-9
urine urine appearance,5767-9
urine appearance uine,5767-9
iron stain bone marrow,13513-7
marrow stain bm bone iron,13513-7
iron stain bone marrow,13513-7
irn bon stinone marrow,13513-7
marrow stain bon iron,13513-7
anti-mc blood,32042-4
ati-mc blod,32042-4
ati-mc blood pr,32042-4
tpo anti-mc blood,32042-4
anti-mc blood,32042-4
"wbc, joint fluid joint fluid",26469-7
"fluid joint wbc, joint ct fluid",26469-7
"wbc, joint fluid joint fluid",26469-7
"jointflid wbc, jontfluid",26469-7
"joint joint fluid wbc, fluid",26469-7
hypersegmented neutrophils blood,766-6
hypersegmented bld neutrophils,766-6
hypersegmented nutrophls quant blood,766-6
hypersegnted neutropis blod,766-6
hypersgmeted neutrophils blood,766-6
trichomonas urine,32724-7
urine trichomonas,32724-7
urine trichomonas species,32724-7
urine trichomonas,32724-7
trichomonas ordinal urine,32724-7
cd59 blood,17177-7
blood cd59,17177-7
blood cd59,17177-7
bood cd59,17177-7
blood cd59,17177-7
monocytes cerebrospinal fluid (csf),26486-1
cebrospinlflid monocytes (csf) mono,26486-1
monocytes fluid cerebrospinal (cerebrospinal fluid),26486-1
monocyts cerebrospialflid (csf),26486-1
cerebrospinal monocytes fluid (csf),26486-1
absolute cd4 count blood,8128-1
absolute cd4 blood count,8128-1
absolute count cd4 blood,8128-1
absolute cd4 count blod,8128-1
absolute cd4 count blood,8128-1
"potassium, whole blood blood",6298-4
"potassium, blood blood whole",6298-4
"potassium, blood blood whole",6298-4
"potassium, whole blood blood",6298-4
"blood potassium, bloodblood whole",6298-4
potassium other body fluid,2821-7
fluid other fluid body potassium,2821-7
potassium other fluid quan body,2821-7
tassium othe body fluid,2821-7
potassium other body quant fluid,2821-7
po2 blood,11556-8
bloo po2 random,11556-8
blood po2,11556-8
whole bld p2blood,11556-8
pulmonology blood o2,11556-8
cd41 bone marrow,51319-2
41bone arrow,51319-2
cd41 bone mrrow,51319-2
cd41 bone marrow,51319-2
cd bne marrow,51319-2
cysteine crystals urine,5782-8
cysteine urine cystals,5782-8
cysteine crytal uine,5782-8
cysteine urie crstal,5782-8
cyseine crstal urie,5782-8
anticardiolipin antibody igg blood,8065-5
anticardiolipin antibody igg blod,8065-5
antibody anticardiolipin igg blood,8065-5
blood antibody igg anticardiolipin,8065-5
anbody antcardiolipin iggblood,8065-5
cd4 bone marrow,51301-0
c4 bone marr,51301-0
c4 bone marrow,51301-0
bone cd4 marrow,51301-0
cd4 arrow bone,51301-0
"rbc, other fluid other body fluid",26455-6
"rbc, other fluid other body fluid",26455-6
"quant rbc, other fluid other fluid body",26455-6
"rbc,otherfuid oher rbcs body fluid",26455-6
"rbc, quan other other fluid body fluid",26455-6
"immunofixation, urine urine",49276-9
"immuofixaion, urine ua urine",49276-9
"interp immunofixation, urine urine",49276-9
"immunofixation, urine urine",49276-9
"immunofixation, urine urine",49276-9
24 hr creatinine urine,2162-6
24 hr urine creatinine,2162-6
24 hr qnt creatinine urine,2162-6
hr 24 creatinine urine,2162-6
24 creatinine hr urine,2162-6
hepatitis b surface antigen blood,5196-1
hepatiti surfae antigen random boo,5196-1
b hepatits urfae nign blood,5196-1
hepatitis surface b antigen hep bs blood,5196-1
hepatitis b race antige lood,5196-1
rbc urine,5808-1
urie rbc,5808-1
urine rbc,5808-1
rbc urine,5808-1
urine rbc,5808-1
pt blood,5902-2
pt blood,5902-2
blood pt,5902-2
blood pt,5902-2
bloo pt,5902-2
rbc casts urine,5807-3
castsurine rbc,5807-3
rc csts urne,5807-3
rbc cast urin,5807-3
rbc urine casts,5807-3
basophils pleural,35070-2
pleural bsopis,35070-2
basophils basophil leural,35070-2
pleural basophils,35070-2
pleural basophils,35070-2
"osmolality, urine urine",2695-5
"omolality, uine osmo urine",2695-5
"urne osmolality, urn rine",2695-5
"urine osmolality, urine",2695-5
"osmolality, urine urine quan",2695-5
"urea nitrogen, ascites ascites",12265-5
"urea nitrogen, ascites ascites n2",12265-5
"urea ascites ascites nitrogen,",12265-5
"urea peritoneal fluid ascites ascites nitrogen,",12265-5
"ascite nitroen, urea ascites",12265-5
atypical lymphocytes cerebrospinal fluid (csf),30416-2
atypical lymphocytes cerbrspinal fluid (csf),30416-2
atypical lymphocytes csf (csf),30416-2
atyica lymhocytes cerebrspina fluid (cerebrospinal fluid),30416-2
atypical mphcytes cerebrospinal luid (csf),30416-2
triglycer other body fluid,12228-3
triglycer body other fluid,12228-3
triglycer other body fluid fld,12228-3
triglycrides triglycer other fluid body,12228-3
fluid triglycer ther boy flu,12228-3
spherocytes blood,802-9
blood spherocytes,802-9
spherocytes wb blood,802-9
micros spherocytes blood,802-9
blood spherocytes,802-9
"methadone, urine urine",3773-9
"urine methadone, urine",3773-9
"methadone, rine urin",3773-9
"urine methadoe, drugs of abuse ine",3773-9
"rineurine methadone, universallaborders",3773-9
"protein s, functional blood",31102-7
"protein s, blood functional",31102-7
"protein blood functional s,",31102-7
"blood s, functional protein",31102-7
"functional s, protein blood",31102-7
polys cerebrospinal fluid (csf),26517-3
polys cerebrospinal fluid (csf) spinal fld,26517-3
polys (csf) fluid cerebrospinal quantitative,26517-3
polys quant cerebrospinal flui cf),26517-3
(csf) cell csf polys,26517-3
epithelial cells urine,5787-7
uin eihelilcels,5787-7
cellsune epiteia,5787-7
eptheal cell urie,5787-7
cells epithelial urine,5787-7
phenytoin blood,3967-7
loo dilantin phnyoin,3967-7
blood phenytoin,3967-7
phnytoin blod,3967-7
blood phentoin,3967-7
"chloride, pleural pleural",53627-6
"pleural choride,pleural",53627-6
"pleural pleural point in time chloride,",53627-6
"chloride, pleural pleural",53627-6
"pleural chlorie, peura",53627-6
cholesterol crystals urine,5777-8
urn cholesterolcrystals,5777-8
rine cholesterolcrystals,5777-8
urine crystals cholesterol,5777-8
cholesterol urine crystals,5777-8
leucine crystals urine,5798-4
eucie crystals urine,5798-4
rystals leuine urine,5798-4
urine crystals leucine,5798-4
crstalsurine leucine,5798-4
cd19 other body fluid,17829-3
flud oher body cd1,17829-3
other cd19 body fluid,17829-3
cd19 other bod fluid,17829-3
other cd19 body flui,17829-3
cd56 other body fluid,57424-4
cd56 body other fluid,57424-4
othe cd56 bdy fluid,57424-4
cd56 body other fluid,57424-4
cd56 other fluid body,57424-4
"amylase, body fluid other body fluid",1795-4
"amylase, body fluid other body fluid",1795-4
"bodyfluid od fluid other aylase,",1795-4
"amylase, body other fluid body fluid",1795-4
"catalytic concentration amylase, body body other fluid fluid",1795-4
factor viii inhibitor blood,3204-5
factor blood inhibitor viii,3204-5
fct viiinhibitor blood,3204-5
factor blood viiiinhbior,3204-5
factor inhibitor viii blood,3204-5
theophylline blood,4049-3
theophylline quan bld,4049-3
bld theophylline,4049-3
blood theophylline,4049-3
blood continus theophyline,4049-3
potassium blood,2823-3
blod potassm universallaborders,2823-3
possim bld quantitative,2823-3
blood ptasiu,2823-3
potassium quant blood,2823-3
cd45 bone marrow,51340-8
cd45 bone marow,51340-8
bone cd45 arrw,51340-8
marow bone d45,51340-8
marrow bone cd45,51340-8
n-acetylprocainamide (napa) blood,3834-9
(napa) n-acetylprocainamide blood sr,3834-9
n-acetylprocainamide pt (napa) blood,3834-9
bld (napa) n-acetylprocainamide,3834-9
serplas n-acetylprocainamide (napa) blood,3834-9
vancomycin blood,20578-1
vancomycin blood,20578-1
plsm vancomycinbloo,20578-1
bld serum or plasma vancomycin,20578-1
bld vacycn,20578-1
cd33 other body fluid,51294-7
cd33 other bod fluid,51294-7
cd33 fluid body other,51294-7
cd33 other bodyfluid,51294-7
flui other dy cd3,51294-7
cd19 bone marrow,32525-8
cd19 boearow,32525-8
marrow bone cd19,32525-8
cd19 be marrow,32525-8
marrow bone cd19,32525-8
cd117 other body fluid,42867-2
cd117 other body flid,42867-2
cd117 ter body fluid,42867-2
cd117 body other fluid,42867-2
cd117 fluid body other,42867-2
hepatitis b virus core antibody blood,5187-0
hepatitis b virus autoantibody core antibody blood,5187-0
heatitib virs core ntiody blood,5187-0
hepatitis antibody virus hep core b blood,5187-0
hepatitis hepatitis bc b virus blod antibody core,5187-0
anticardiolipin antibody igm blood,3182-3
antibody anticardoipin gm blood,3182-3
igm atibody aticariolii blod,3182-3
anticardiolipin antibody blood igm,3182-3
antariolipin antibody igm blod,3182-3
"urine casts, other urine",9842-6
"urine other casts, urine",9842-6
"urine cats, other re",9842-6
"urine other casts, urine",9842-6
"other casts, urine urine",9842-6
cd64 bone marrow,51365-5
bone cd64 marrow,51365-5
marrow bone cd64,51365-5
bone cd64 marrow,51365-5
bone cd64 marrow,51365-5
hemoglobin blood,718-7
hemogloinblood haemoglobin,718-7
blood hemglobin,718-7
hemoglobin blood hb,718-7
blood heolobin,718-7
mcv blood,787-2
electr blood cv,787-2
blood mcv,787-2
blood mcv,787-2
blood mcv,787-2
rdw blood,788-0
rdwblood,788-0
blood rdw random,788-0
random rdw blood,788-0
rdw bld,788-0
basophils cerebrospinal fluid (csf),30374-3
basopils cerbrospinal (csf) fluid,30374-3
cerebrospinal point in time basophils fluid csf),30374-3
basophils cerebrospinal fluid (csf),30374-3
cerebrspinal basphils fluid cerebral spinal fluid (cerebrospinal fluid),30374-3
nrbc cerebrospinal fluid (csf),48778-5
nrbc cerebrospinal (csf) nuc fluid,48778-5
nrbc cerebrospinal (cerebrospinal fluid) fluid,48778-5
nrbcrebropnal fluid (csf),48778-5
nrbc cerbropinal fuid (c),48778-5
"cholesterol, total blood",2093-3
"total cholesterol, blood",2093-3
"choles cholesterol,toal bld",2093-3
"cholesterol, sr total blood",2093-3
"cholesterol, blood total",2093-3
fetal hemoglobin blood,4576-5
blood fetalhemogloin,4576-5
fetal hemoglobin blood hgb,4576-5
blood hemoglobin fetal,4576-5
fetl hgb bld hemogobin,4576-5
"amylase/creatinine ratio, urine urine",34235-2
"amylase/creatinineraio, urine urine",34235-2
amylase/creatnin ratio urineurine random,34235-2
"amlasecreatinne rati, urine urin",34235-2
"urineurine alpha amylase ratio, amylase/ceatiine",34235-2
uptake ratio blood,3050-2
uptk rtio blood,3050-2
blood rat utake,3050-2
ratio uptake blood,3050-2
utake ratio bld,3050-2
cd2 blood,8118-2
blood cd2,8118-2
blood cd2,8118-2
cd2 blood,8118-2
blood cd2,8118-2
"wbc, csf cerebrospinal fluid (csf)",26465-5
"cerebrospinal csf wbc, flid (csf) leuk",26465-5
"bc, (cf) neurology cerebrospnal flud csf",26465-5
"wbc, csf cerebrospinal fluid (csf) hematology/cell counts",26465-5
"wbc, fluid cerebrospinal cerebrospinal fluid quant (cerebrospinal fluid)",26465-5
wbc urine,5821-4
urine wbc,5821-4
urine wbc,5821-4
wbc urine,5821-4
urine wbc,5821-4
"lactate dehydrogenase, pleural pleural",2530-4
lactate deydrogenae lerl peural,2530-4
"lctate dehydrogenase, plur peural",2530-4
"dehydrogenase, lactate pleural pleural",2530-4
"latate ehydrogenase, l-lactate pleura eural",2530-4
hla-dr other body fluid,51381-2
other hla-dr body fluid,51381-2
hla-drother body flud,51381-2
fluid other body hla-dr,51381-2
other hla-dr body fluid,51381-2
hla-dr blood,32621-5
blood hla-dr,32621-5
la-d blood,32621-5
hlr blood,32621-5
blood hla-dr,32621-5
reptilase time blood,6683-7
reptilase ime blood,6683-7
blood time reptilase,6683-7
time reptilase blood,6683-7
blood time reptilase,6683-7
"bilirubin, direct blood",1968-7
"bilirubin,direct blood tbil-(bu+bc)",1968-7
"blood direct bilirubin,",1968-7
"bilirubin, blood direct",1968-7
"heme bilirubin, direc lood",1968-7
bands joint fluid,33361-7
bands leuc joint fluid,33361-7
bads point in time joint fluid,33361-7
bands joint fluid quan,33361-7
fluid number fraction joint bands,33361-7
mesothelial cell ascites,30432-9
ascites wbc cell mesothelial,30432-9
mesothelial cell cell ascites,30432-9
mesothelial random cell ascites,30432-9
quan msotheial cellascites,30432-9
"pep, csf cerebrospinal fluid (csf)",24352-7
"pep, csf cerebrospinal fluid (csf)",24352-7
"pep, csf quant (csf) fluid cerebrospinal",24352-7
"pep, cerebrospinal cerebrospinal fluid fluid (cerebrospinal fluid)",24352-7
"pep, csf cerebrospinal random fluid (csf)",24352-7
cd64 other body fluid,51366-3
fluid other body cd64,51366-3
cd64 fluid body other,51366-3
cd64 fluid body other,51366-3
cd64 her bdy lui,51366-3
nrbc joint fluid,48040-0
joint nrbc fluid,48040-0
nrbc joint fluid,48040-0
nrbc jint fluid,48040-0
joint nrbc fluid lkcs,48040-0
"calcium, total blood",2000-8
"alciu, otal qnt blo",2000-8
"calciu, total blood",2000-8
"calcum, serp total lood",2000-8
"calcium, ttal blood",2000-8
valproic acid blood,4086-5
blood acid valproic,4086-5
acid valp valproic blood,4086-5
aciblood divalproex alpoic,4086-5
random valproic acid blood,4086-5
double stranded dna blood,5130-0
dsdna uble stranded dna blood,5130-0
duble stranded dna bloo,5130-0
dna stranded double blood,5130-0
doble stranded da blood,5130-0
vitamin b12 blood,2170-9
bld b12 itamin,2170-9
qnt vitamin b12blood,2170-9
