source_text,target_loinc
"thyroxine (t4), mass concentration free blood",3024-7
hyroxie(4) free levothyroxine blood,3024-7
digoxin blood,10535-3
serum bood digoxin,10535-3
digoxin blood,10535-3
digoxin blood,10535-3
serp igoxin bod,10535-3
plasma cells pleural,40522-5
pleural cells plama,40522-5
plas peural clls,40522-5
plasma clls wbc pleural,40522-5
plasma hematology/cell counts pleural cells,40522-5
pco2 blood,11557-6
pco2 blood,11557-6
bld pco2,11557-6
blood pco2,11557-6
pco2 blood blood,11557-6
"magnesium, body fluid other body fluid",29365-4
"magnesium, body flui other level body fluid",29365-4
"magnesium, body fluid other body fluid level",29365-4
"agnsium, boy fluid other body fluid",29365-4
"magnesium, body fluid other body fluid",29365-4
absolute lymphocyte count blood,26474-7
cunt lyhcyte absolute bood,26474-7
blood absoutelhocytcount number concentration (count/vol),26474-7
absout blod cout lymphoyte,26474-7
absolute lymphocyte count blood,26474-7
hla-dr other body fluid,51381-2
fluid other body hla-dr,51381-2
hla-dr other body lu,51381-2
hla-dr body other fluid,51381-2
la-dr oher body fluid,51381-2
cd33 other body fluid,51294-7
cd33 other body fluid,51294-7
therbodyfluid d33,51294-7
bodflud c33other,51294-7
cd33 other fluid body,51294-7
folate blood,2284-8
folte bld vitamin m,2284-8
flae loo,2284-8
random folate lood,2284-8
folate serplas blood,2284-8
calculated thyroxine (t4) index blood,32215-6
(t4) alculatedthyrxine iex blod,32215-6
calculated thyroxine thyroid hormone (t4) index blood,32215-6
calculated (t4) thyroxine index bld,32215-6
calculated thyroxine calc index (t4) blood,32215-6
specific gravity urine,5811-5
specicgravit urine,5811-5
urin specifcgravity,5811-5
pcific urine gravity,5811-5
urine gravit specifi,5811-5
urine appearance urine,5767-9
uine appeaance urin,5767-9
urie appearance rine,5767-9
urine pearanc urine,5767-9
appearance urine urine,5767-9
calculated total co2 blood,34728-6
calculated total blood co2ct co2,34728-6
calculaed co2 total blood,34728-6
quantitative calculated total co2 bld,34728-6
co2 total calculated bld,34728-6
"protein s, functional blood",31102-7
"protein s, blood functional",31102-7
protein s blood functinal,31102-7
"blood s, functional protein",31102-7
"protein s, blood functional",31102-7
"bicarbonate, stool stool",14040-0
"stool bicarbonate,stool",14040-0
"bicarbonate, stool stool",14040-0
"stool stool stl bicarbonate,",14040-0
"bicarbonate, chemistry stool stool",14040-0
peep blood,20077-4
bood peep,20077-4
peepblood,20077-4
blood peep,20077-4
blood peep,20077-4
"sodium, stool stool",15207-4
"sodium, stool stool gi",15207-4
sodium toolstool,15207-4
"sdium, stol stool gi",15207-4
sodium stl stool stol,15207-4
"glucose, ascites ascites",2347-3
"glucose, ascites ascites",2347-3
"glucose, ascites ascites",2347-3
"ascites glucose, ascites",2347-3
"ascitic fluid aste glucose, scites",2347-3
rheumatoid factor blood,6928-6
blood factor rheumatoid,6928-6
fato rhumatoid point in time blod,6928-6
rheumatoid factor enzyme immunoassay blood,6928-6
rheumatoid factor blood suds,6928-6
absolute cd4 count blood,8128-1
absolute count cd4 blood,8128-1
absolute cd4 blood count,8128-1
cuntlood absoluted4,8128-1
blood cd4 count absolute,8128-1
cd23 bone marrow,51268-1
bone cd23 marrow,51268-1
bonemarrow cd23,51268-1
cd23bon arrow,51268-1
cd23 marrow bne,51268-1
leucine crystals urine,5798-4
crystals lucin urin,5798-4
leucine urine crystals,5798-4
lucn crystals urine,5798-4
leucine urine crystals,5798-4
macrophages pleural,40520-9
pleural macrophages peural,40520-9
macrophagspleural,40520-9
pleural macrophages,40520-9
macrphg pleural macrophages,40520-9
"lipase, body fluid other body fluid",15212-4
"bdy lipa, fluid other body fluid",15212-4
"liase, body fld oter qnt body fuid",15212-4
"body body fluid other lipase, fluid",15212-4
"lipase, body fluid other body fluid body fluid",15212-4
ammonium biurate urine,12454-5
biurate ammonium urine,12454-5
ammonium urine biurate,12454-5
ammonium urine biurate,12454-5
ammonium urine biurate,12454-5
cd14 bone marrow,32507-6
cd14 bon marow,32507-6
marrow bone cd14,32507-6
marrow bone cd14,32507-6
marrow bone cd14,32507-6
cd23 blood,14018-6
blood cd23,14018-6
blood cd23,14018-6
blood cd23,14018-6
blood cd23,14018-6
"bilirubin, direct blood",1968-7
"bilirubin, blood direct",1968-7
"direct bilirubin, blood",1968-7
"blood quan direct bilirubin,",1968-7
"blirubin, blood associated direc",1968-7
"amylase, ascites ascites",1797-0
"quantitative amlase, ascites ascites",1797-0
"amyla, ascites ascites",1797-0
"amylse, k87 ascites ascites",1797-0
"asites ascits amylas, gi",1797-0
cd13 blood,8110-9
cd13blood,8110-9
blood cd13,8110-9
blood cd13,8110-9
cd13 blood,8110-9
red blood cells blood,789-8
auto red blood cells blood,789-8
red blood cells number concentration blood,789-8
absolute bloodcells re blo,789-8
red blood clls blod qnt,789-8
cd7 bone marrow,35641-0
bone cd7 marrow,35641-0
cd7 marrow bone,35641-0
marrow bone cd7,35641-0
cd7 marrow bone,35641-0
"creatinine, pleural pleural",14399-0
"pleural random pleural creatinie,",14399-0
"creatinine, pleural pleural",14399-0
"creatinine, pleural pleural",14399-0
"retinine, peural quantitative pleural",14399-0
polys ascites,26520-7
ascites polys,26520-7
ascites polys granulocyte,26520-7
ascites polys,26520-7
polys ascitis acie,26520-7
ca-125 blood,10334-1
bld c-125 cancer antigen 125,10334-1
blood ca-125 oncology,10334-1
a-125 lood,10334-1
blod c-125,10334-1
cd4/cd8 ratio blood,8129-9
cd4/cd8 ratio bloo,8129-9
cd4/cd rato blood,8129-9
ratio cd4/cd8 blood,8129-9
ratio cd4/c8 bloo,8129-9
lymphocytes other body fluid,11031-2
lymphocytes other body fluid,11031-2
lymphocytes fluid body other,11031-2
lyphocytes otherbody flid,11031-2
lymphocytes body other fluid,11031-2
"cholesterol, body fluid other body fluid",12183-0
"cholesterol, body fluid other body fluid",12183-0
"body bod fluid othr cholestero, fluid",12183-0
"cholesterol, body fluid other body fluid",12183-0
"cholesterol, body other fluid body quant fluid",12183-0
urine specimen type urine,19159-3
urine speimen typeurine,19159-3
tpe specimen urine uine,19159-3
urine specimen type urine,19159-3
specimen urine type urine,19159-3
phosphate blood,2777-1
blood phosphate plsm,2777-1
phosphate pi bld,2777-1
posphatebod,2777-1
serplas phosphateblood,2777-1
creatinine blood,2160-0
creatinine random blood,2160-0
creatinine quantitative blood,2160-0
bloo creatinine,2160-0
renal creatinine blood,2160-0
fetal hemoglobin blood,4576-5
eta hemolobinblod totl,4576-5
fetal blood hemoglobin,4576-5
hb heolobnblood fetal,4576-5
fetal lod hemoglobin,4576-5
"potassium, stool stool",15202-5
"stool stol potssium, quant",15202-5
"potassium, k stool stool",15202-5
"faeces potassium, stool stool",15202-5
"potassim, stoo k+ stool",15202-5
"urea nitrogen, body fluid other body fluid",3093-2
"mass concentration other nitrogen, body fluid urea body fluid",3093-2
"body body fl fluidoter ureantroe, luid",3093-2
"urea nirogen, mass concentration odyfluid thr od lud",3093-2
"urea nitrogen, body fluid other body fluid body fluid",3093-2
howell-jolly bodies blood,7793-3
howeljoll blood bodies,7793-3
hjbody howell-jolly bodies blood,7793-3
howell-jolly boiesblood,7793-3
bld bodies micro howell-jolly,7793-3
absolute hemoglobin blood,718-7
absolute hemoglobin blood hematology/cell counts,718-7
absolute bood hemoglobin,718-7
absolute hemoglobin blood,718-7
bod hemoglobn absolute,718-7
calculated tbg blood,3027-0
calclted tbg blood,3027-0
tbg calculated blood,3027-0
calculated tbg bld,3027-0
blood tbg calculaed,3027-0
"amylase, urine urine",1799-6
"amylase, urin amyl urine",1799-6
"amylase, qnt urineurne",1799-6
"urine amylase, diastase urine",1799-6
"mylase, urine uine quantitative",1799-6
"protein c, functional blood",27818-4
"c, protein functional blood",27818-4
"rtinc, functonal blood",27818-4
"protein functional c, blood",27818-4
"prtein c, fnctioal blood",27818-4
schistocytes blood,800-3
schistoytes blod,800-3
schistocyte blood schistocyte,800-3
blood schistocyte schistocte,800-3
schistocytes blood micro,800-3
uric acid crystals urine,5817-2
uricacid crystals urine,5817-2
urine acid crystals uric,5817-2
uric crystals acid urine,5817-2
uric aci crysal urine,5817-2
gentamicin blood,35668-3
blood drug/toxicology gtamicin,35668-3
quant blood gentamicin,35668-3
plsm lood gentamicn,35668-3
blood gentamicin,35668-3
factor xiii blood,3240-9
factor blood xiii,3240-9
factor xiii blood,3240-9
blood xiii factor,3240-9
xiii factor blood,3240-9
luteinizing hormone blood,1599-0
hormone luteinizing blood,1599-0
blood hormone luteinizin,1599-0
blood uteinizinghormone,1599-0
hormone uteinizin blood,1599-0
acetaminophen blood,3297-9
bod universallaborders cetaminophen,3297-9
acetaminophen point in time blood,3297-9
acetaminophen bld,3297-9
acetaminopen pl lood,3297-9
factor xi blood,3226-8
xi factor blood,3226-8
blood xi factor,3226-8
facor x blood,3226-8
blood xi factor,3226-8
calcium oxalate crystals urine,5774-5
crystalsurine oxalate calcium,5774-5
calium oxalate crstls uine,5774-5
crystas oxlate calcium urine,5774-5
calcium rystals oxalate urine,5774-5
pg other body fluid,48785-0
pg othe bdy fluid,48785-0
pg body other fluid,48785-0
pg fluid bod boy other,48785-0
pg other body qnt fluid,48785-0
wbc urine,5821-4
urine wc,5821-4
urine wbc,5821-4
urine wbc,5821-4
urine wbc,5821-4
blasts blood,708-8
blood blasts,708-8
basts blood,708-8
blood blasts,708-8
blood blasts,708-8
lymphocytes pleural,26481-2
lymphocyespleura,26481-2
lymphoytespleural,26481-2
respiratory lymphocytes pleural,26481-2
lymphocytes pleural,26481-2
cd5 blood,8132-3
blood cd5,8132-3
bood cd5,8132-3
blood cd5,8132-3
blood cd5,8132-3
creatine kinase (ck) blood,2157-6
cretine inase (ck) blood,2157-6
creatine quantitative knase blood (ck),2157-6
creatine serum kinase (c) blood,2157-6
creatine (ck) universallaborders kinase blood,2157-6
carboxyhemoglobin blood,20563-3
carboxyhemoglobin quant bld,20563-3
blood carboxyhemoglobin chemistry,20563-3
carboxyhemoglbin blood,20563-3
caroxyemolobin lood,20563-3
cortisol blood,2143-6
blod cortisl pl,2143-6
pt blod cortisol,2143-6
cortisol bloo,2143-6
cortisol blood serum or plasma,2143-6
cryoglobulin blood,5117-7
cryolobln chemistry bld,5117-7
cryoglobulin bld screen,5117-7
cryoprecipitate crygobulin bood,5117-7
blood serum cryoglobulin,5117-7
anticardiolipin antibody igg blood,8065-5
antibody anticardiolipin igg blood,8065-5
anticardiolipin igg antibody blood,8065-5
anticardiolipin ntbody igg blood,8065-5
blod atibodyigg anticardlpin,8065-5
"bilirubin, total, pleural pleural",14421-2
"level bilirubin, total, pleural pleural",14421-2
"bilirubin, mass concentration total, pleuralplural",14421-2
"bilirubin, total, pleural pleural",14421-2
"pleural pleura bilirubin,total,",14421-2
"rbc, other fluid other body fluid",26455-6
"rbc, oher luid other body fluid",26455-6
"rbc, erthrocyte other fluid other body fluid",26455-6
"rbc, body fluid fl other other fluid",26455-6
"fluid other rbc, other body fluid",26455-6
"reticulocyte count, automated blood",17849-1
"reticulocye rbcs cou, utomatedbood",17849-1
"reticulocyte count, automated blood",17849-1
"reticulocyte count, blood automated",17849-1
"reticulocte automated on, bld",17849-1
young cells blood,51633-6
cells young blood thrombocytes,51633-6
blood cells young,51633-6
cells young blood point in time,51633-6
young ells lood,51633-6
tricyclic antidepressant screen blood,4073-3
ticyclc anidepressan serp screen blood,4073-3
antidepressant tricyclic screen blood,4073-3
tricyclic screen antidepressant bld,4073-3
antidepressant tricyclic screen blood,4073-3
cd7 blood,8135-6
blood cd7,8135-6
blood cd7,8135-6
cd7 blood,8135-6
lo cd7,8135-6
cd15 blood,17117-3
cd1 blood,17117-3
blood cd15,17117-3
blod cd15,17117-3
blood cd15,17117-3
valproic acid blood,4086-5
vaproic acid quant blod,4086-5
vlproic acid mass concentration blood,4086-5
blood acid valpric,4086-5
valproic serum acid blood,4086-5
lymphs cerebrospinal fluid (csf),26479-6
(csf) ceebrospinalfluid lymphs,26479-6
lymphs cerebrospinal fluid (csf) number fraction,26479-6
lymphs csf (csf),26479-6
lmphs (csf) flui qnt cerebrospinal,26479-6
bacteria urine,5769-5
urine bacteria,5769-5
urine bacteria,5769-5
uine bctera,5769-5
urine bacteria,5769-5
white blood cells blood,804-5
blod wite cells count/volume blood,804-5
bld manl bld cells white,804-5
cels whiteblood wbc blood,804-5
white bld bld cells,804-5
sickle cell preparation blood,6864-3
cell sickle preparation blood presence,6864-3
sickle cell universallaborders preparation blood,6864-3
sickle preparation cell blood qual,6864-3
sickle cel preparation blood,6864-3
anticardiolipin antibody igm blood,3182-3
nticardioipin antibody gblod,3182-3
nticadolipin antibody im blood,3182-3
blood igm anticardioipinantibody,3182-3
anticardiolipin igm antibody blood,3182-3
atypical lymphocytes pleural,33370-8
atypicallymphoctes pleu,33370-8
atypical lymphocytes pleural,33370-8
atypical leukocyte lymphocytes pleural,33370-8
atypical lymphocytes pleural,33370-8
"iron binding capacity, total blood",2500-7
"iron binding blood total capacity,",2500-7
"iron blood capacity, total binding",2500-7
"iron capacity, binding total blood",2500-7
"quantitative ron bnding capacity, total lood",2500-7
"total protein, pleural pleural",2882-9
"total pleural pleural pleural protein,",2882-9
"total poen, pleual pleurl",2882-9
"pleural protein, total pual",2882-9
"total protein, pleural quantitative pleural",2882-9
ketone urine,5797-6
urne ktone,5797-6
urine ketone,5797-6
urine ketone,5797-6
urine ketne,5797-6
protein electrophoresis blood,24351-9
protein blood eectrophoress,24351-9
protein serum elcropesisblood,24351-9
electrophoresis protein blood,24351-9
prtein quantitative bloo electrophoesis,24351-9
"creatinine, joint fluid joint fluid",14401-4
"cratinine,joint fluid joint fluid",14401-4
"creatinine, joint fluid joint fluid joint fluid",14401-4
"cratnine, joint fluid quan jon fluid",14401-4
"creatinine, join jitflid flui creat",14401-4
"uric acid, urine urine",3086-6
"uric acid, urne urine",3086-6
"aci, uric level uine urine",3086-6
"quant uric acid, urine urine",3086-6
"uric acid, urine urine",3086-6
"cholesterol, ldl, calculated blood",2090-9
"cholesterol, calculated ldl, blood",2090-9
"cholesterol, ldl, calculated lipid blood",2090-9
"plsm cholesterol, ldl, calculatd blod",2090-9
"sr cholesterol, dl, calculated blood",2090-9
"lactate dehydrogenase, csf cerebrospinal fluid (csf)",2528-8
"lactate dehydrogenase, (csf) csf spinal fluid csf",2528-8
"lactate (sf) cf cerebrospnal flid dehydrogenase, l.d.h",2528-8
"lactate dehydrogenase, csf cerebrospinal fluid (csf) chemistry",2528-8
"lactate dehydrogenase, csf csf (csf)",2528-8
atypical lymphocytes other body fluid,30417-0
lymphocytes atypical other body fluid,30417-0
quant atypical body other lymphocytes fluid,30417-0
atpica lymphoctes other body fluid,30417-0
atypical lymphocytes other body fluid,30417-0
cd138 blood,42869-8
blood cd138,42869-8
blood cd138,42869-8
blood cd138,42869-8
blood cd138,42869-8
bands cerebrospinal fluid (csf),26509-0
neutrophil bands fluid erebrospinl cerebrospinal fluid),26509-0
bands (csf) fluid cerebrospinal,26509-0
spinal fl luid bandscrebrospinl cerebrospinal fluid),26509-0
(csf) hematology/cell counts cerebrospinal fluid bands,26509-0
ph urine,5803-2
urine h,5803-2
urine ph,5803-2
urine ph,5803-2
ph urine,5803-2
anti-smooth muscle antibody blood,14252-1
blood universallaborders muscle antibody anti-smooth,14252-1
anti-smooth muscle blood antibody,14252-1
antibody random muscle anti-smooth bld,14252-1
anti-smooth muscle antibody aby blood,14252-1
hypochromia blood,728-6
blood hypohromia,728-6
wb bloo hypochromia,728-6
hypochroma bod,728-6
hypochromia random blood,728-6
potassium other body fluid,2821-7
level ohebody poassiu fluid,2821-7
body other potassium fluid,2821-7
"potassum other bdy body fluid, unsp fluid",2821-7
ptassium other body fluid,2821-7
transitional epithelial cells urine,30089-7
cells epithelial transitional urine,30089-7
transitional urine cells epithelial,30089-7
transitional urine cells epithelial,30089-7
transitionapithelial cel urine,30089-7
antithrombin blood,27811-9
ntithrombin ood,27811-9
blod antthrombin,27811-9
antithrombin blood,27811-9
antithrombin blood,27811-9
amorphous crystals urine,8246-1
amorphou urine crystals,8246-1
amorphous rine rysals,8246-1
morphous crystals rine,8246-1
amorphous urine crystals,8246-1
granular casts urine,5793-5
urine casts granular,5793-5
granlr casts urine,5793-5
casts granular urine,5793-5
granular urine casts,5793-5
"ld, body fluid other body fluid",2529-6
"ld, body fluid other body fluid",2529-6
"ld, body other fluid body fluid",2529-6
"body body fluid other ld, fluid",2529-6
"fluid body ld, other body lactic acid dehydrogenase fluid",2529-6
calcium carbonate crystals urine,5773-7
calcium urine crystals carbonate,5773-7
crystals carbonate calcium urine,5773-7
urine carbonate crystals calcium,5773-7
calcium urine crystals carbonate,5773-7
nrbc joint fluid,48040-0
nrbc jointfluid,48040-0
fluid joint nrbc,48040-0
nrbc fluid joint,48040-0
jointflid nrbc,48040-0
albumin blood,1751-7
blood albumin,1751-7
plsm blood albumin,1751-7
albumin blood point in time,1751-7
alun sr blood,1751-7
bands joint fluid,33361-7
snv bands fluid joint,33361-7
white blood cells jintfluid bands,33361-7
flid point in time joint bds,33361-7
band joint white bld cells fluid,33361-7
thyroid peroxidase antibodies blood,8099-4
thyroid antibodies peroxidase blood,8099-4
aby thyroid lood anibodies peroxidase,8099-4
peroxidase thyroid antbodiesbood,8099-4
bld pl peroxidase antibodies thyroid,8099-4
"rbc, csf cerebrospinal fluid (csf)",26454-9
"csf rbc, csf (csf) quant",26454-9
"flui bc,csfceebosinal (csf",26454-9
"rb, fluid crebrospnal cerebrospinal fluid (cf) erthrocyte",26454-9
"cereospinal sf b, fluid (cerebrospinal fluid",26454-9
promyelocytes other body fluid,17799-8
promyelocytes other bod body fluid,17799-8
flid otherbody prmyelocyte,17799-8
body other promyelocys flud,17799-8
promyelocytes other fluid body,17799-8
"urine crystals, other urine",5783-6
"urine crystls, other urine",5783-6
"urine urine other crystals,",5783-6
"urine crystals, other urine",5783-6
"urin other crystals, urine",5783-6
o2 flow blood,3151-8
o2 fow blood inhaled gas,3151-8
o2 flow bld qnt,3151-8
o2 blood flow,3151-8
blood flow o2,3151-8
"albumin, body fluid other body fluid",1747-5
"albumin, body fluid other body fluid",1747-5
"albumi, body bdy other fluid fluid",1747-5
"fld albumin,bodyfluid ody other fluid",1747-5
"liver albumin, body fluid other body fluid",1747-5
glyco a bone marrow,33208-0
glyco a marrow bone,33208-0
gyco marrw one a,33208-0
arro a bone glco,33208-0
glyco a marrow bone,33208-0
atypical lymphocytes joint fluid,33371-6
typical lymhocytes joint fluid,33371-6
atypical lymphocytes fluid joint,33371-6
atypical fluid joint quant lymphocytes,33371-6
atypical lymphocytes fluid joint,33371-6
"triglycerides, ascites ascites",14447-7
"triglycerides, ascites ascites quan",14447-7
"ascites ascites triglycerides,",14447-7
"triglycerides, ascites ascites",14447-7
"trglycerides, acit aites quant",14447-7
"rbc, pleural pleural",26456-4
"pleural pleural qnt rbc,",26456-4
"pleual rbc, pleural",26456-4
"number concentration rbc, pleural pleural",26456-4
"pleural rc, pleural",26456-4
troponin t blood,6598-7
troponint lood,6598-7
troponin quantitative t blood,6598-7
serp t troponin bld,6598-7
troponin troponin lood,6598-7
"glucose, joint fluid joint fluid",2348-1
"glucose, joint fluid joint fluid",2348-1
"glucose, joint fluid random joint fluid",2348-1
"glucose, joint fluid joint fluid",2348-1
"fluid joint fluid joint glucose,",2348-1
sulfonamides urine,5812-3
sulfonamide urine,5812-3
urine sulfonaides,5812-3
uine sulfonamide,5812-3
sulfoamides urine,5812-3
spherocytes blood,802-9
spherocytesblood qual,802-9
blood spherocytes,802-9
spherocytes blood,802-9
bloo spercytes,802-9
leukocytes urine,5799-2
urine leukocytes,5799-2
leukocytes urine,5799-2
urine leukocytes,5799-2
urine leukocytes,5799-2
mchc blood,786-4
mchc elec blood,786-4
bld mchc qnt,786-4
electr mchc bld,786-4
blood mchc,786-4
"bicarbonate, ascites ascites",54360-3
"ascites ascites bicarbonate,",54360-3
"level bicarboate, ascites ascites",54360-3
"ascites bicarbonate, ascites",54360-3
"bicarbonate, ascites ascites qnt",54360-3
"fibrinogen, functional blood",3255-7
"fibrinogen, blood functional",3255-7
"fnction fbrinogen, blood",3255-7
"functional fibrinogen, blood",3255-7
fibrnoen lood funcional,3255-7
protein urine,5804-0
urine protein,5804-0
roten rine,5804-0
urine protein,5804-0
proen rine,5804-0
anti-nuclear antibody blood,5047-6
blood quan antibody ant-nclear,5047-6
anti-nuclear antibody blod,5047-6
anibodybod anti-nuclear,5047-6
blood antibody anti-nuclear,5047-6
bilirubin urine,5770-3
rine biirubin,5770-3
uine bilirubin,5770-3
urine bilirubin,5770-3
biliruin rine,5770-3
"calcium, total blood",2000-8
"quant calcium, blood total",2000-8
"calcium, total blood serplas",2000-8
"calcium, ol blood",2000-8
"otal calciu, ser or plasma blod",2000-8
immunoglobulin m blood,2472-9
immunoglobulin chemistry m blood,2472-9
serpl blood immunoglobulin,2472-9
immunoglobuin m blood,2472-9
serum or plasma immunoglobulin blood,2472-9
glucose urine,5792-7
urine glucose,5792-7
urine glucose,5792-7
urine glucose,5792-7
glucose urne,5792-7
hyphenated yeast urine,41865-7
yeast hyphented urine,41865-7
hyphenaed urine yeast,41865-7
hyphenatd yeast urin,41865-7
hyphenated yeast urine,41865-7
"amylase, joint fluid joint fluid",14388-3
"amylase, joint k87 fluid joint fluid",14388-3
"amylase, joint fluid joint joint flu fluid",14388-3
"amylase, oint uid syn fluid join",14388-3
"amylase, joint fluid joint syn flud",14388-3
anti-neutrophil cytoplasmic antibody blood,35279-9
anti-neutrophil cytoplasmic antibody blood,35279-9
cytoplasmic anti-neutrophil antibody blood,35279-9
nti-neutrophil atibody ytplasmi autoantibody blod,35279-9
ntineutrophil qualitative cytolsmicaibody blod,35279-9
marijuana urine,3427-2
mariuan uri,3427-2
marijuana ure,3427-2
urine marijuana,3427-2
urine marijuana random,3427-2
"lipase, ascites ascites",32722-1
"lipase, ascites scies quantitative",32722-1
"ascites lipase, ascites",32722-1
"random ascites ascites lipase,",32722-1
"ascites lipase, ascites",32722-1
atypical lymphocytes ascites,33369-0
atypical lymphocytes acites,33369-0
atypical ascites lymphocytes,33369-0
lymphocytes lymphs% atypical ascites,33369-0
lymphocytes atycal ascis,33369-0
cd15 other body fluid,51252-5
c15 fluid body other,51252-5
cd15 oher bod fluid,51252-5
cd15other bo fluid,51252-5
body oher cd15 fluid,51252-5
"wbc, joint fluid joint fluid",26469-7
"bc, fluid joint joint fluid",26469-7
"wbc, joint fluid joint fluid syn",26469-7
wc joint fluid joint fluid,26469-7
"fui join fli joint wbc,",26469-7
monocytes joint fluid,17835-0
monocytes joint fluid,17835-0
monocytes fuid joint,17835-0
monocytesjoint fuid synov,17835-0
fuid white bld cells mnocytesjoin,17835-0
acetone blood,5567-3
blood acetn,5567-3
acetone bld,5567-3
blood acetone,5567-3
acetoe blood,5567-3
lithium blood,3719-2
li bood lithium,3719-2
blood lithium,3719-2
lithim bld,3719-2
quant blood lithium,3719-2
"hematocrit, csf cerebrospinal fluid (csf)",30398-2
"heatocrit, cerebrospinal fluid cerebrspnal quant lud (sf)",30398-2
"hematocrit, fuid crebospil cs (csf)",30398-2
"fluid csf cerebrospinal hematocrit, (csf)",30398-2
"hematocrit, fluid cerebrospinal csf (csf)",30398-2
immunofixation blood,49275-1
bld immunofixation narrative,49275-1
immunofixaionblood,49275-1
blo serpl imunofixation,49275-1
blood immunofiation sr,49275-1
factor vii blood,3198-9
facto blood vi,3198-9
vii factor blood,3198-9
factor blood vii,3198-9
factor blood vii,3198-9
lactate dehydrogenase (ld) blood,2532-0
lactat pl dehydrognase (ld) bood,2532-0
lactate blood (ld) dehydrogenase,2532-0
actate dehydrogenase ser blood (d,2532-0
dehydroease lactate (ld) blod,2532-0
follicle stimulating hormone blood,15067-2
follicle stimulating hormone bld fsh,15067-2
follicle stimulating hormone bld serp,15067-2
follicle homone timlating bloo,15067-2
stimulainghrmoneblood ficle,15067-2
quantitative g6pd blood,32546-4
g6d qantitative blood,32546-4
bld universallaborders quantitativeg6pd,32546-4
quantitative phosphorous g6pd bld,32546-4
quantitative bld g6pd,32546-4
fmc-7 other body fluid,57428-5
fmc-7 body other fluid,57428-5
fmc-7 body other fluid,57428-5
other fmc-7 body fluid,57428-5
fc- oter body fuid,57428-5
lactate blood,32693-4
lactate 2-hydroxypropanoic acid blood,32693-4
blood level ltate,32693-4
latate bod,32693-4
2-hydroxy-propionate blood lactate,32693-4
po2 blood,11556-8
blood po2 po2,11556-8
blood blood po2,11556-8
blood po2,11556-8
blood po2,11556-8
monos other body fluid,10330-9
monos leukocyte other body fluid,10330-9
mns fluid body other,10330-9
monos other fluid quan body,10330-9
monos other body fluid,10330-9
"myoglobin, urine urine",2640-1
"urine ordinal myoglobin, urine",2640-1
"myoglobin, qual urine urine",2640-1
"myoglobi, urine urine",2640-1
"myoglobin, uie urine",2640-1
cysteine crystals urine,5782-8
crystals cysteine urine,5782-8
urine crystals cysteine,5782-8
crystals cysteine urine,5782-8
cysteine urine crystals,5782-8
cd14 other body fluid,51248-3
other cd4 bo fluid,51248-3
body oher c14 fli,51248-3
other cd14 body fluid,51248-3
cd14 fluid body other,51248-3
cd13 bone marrow,51237-6
bone cd13 marrow,51237-6
bone cd13 marrow,51237-6
bone cd13 marrow,51237-6
cd13 marrow bone,51237-6
cd117 bone marrow,42866-4
cd117 marrow bone,42866-4
cd117bon arrow,42866-4
cd17bonemrrow,42866-4
marrow bone cd117,42866-4
ph urine,2756-5
ph universallaborders urine,2756-5
ph urine chemistry,2756-5
renal urine ph,2756-5
kidney ph urine,2756-5
envelope cells blood,681-7
blood cells infectious disease envelope,681-7
envelope blood cels,681-7
envelope cels blod other,681-7
microbiology envelope cells blood,681-7
"rbc, joint fluid joint fluid",26458-0
"cnt rbc,joint fluid joint fluid",26458-0
"joint rbc, fluid qnt joint fluid",26458-0
"joint joint fluid rbc, fluid",26458-0
"rbc, join lui jont flud",26458-0
"cd8 cells, percent blood",8137-2
"percent cells, cd8 blood",8137-2
"cd8 cells, percen bood",8137-2
"cd8 cells, peret blood",8137-2
"cd8 cells, percet blood",8137-2
"amylase, body fluid other body fluid",1795-4
"bod amylase,body fluid oherboy luid",1795-4
"myase, body fluid other body fluid random",1795-4
"b/f amylase, body fluid body other fluid",1795-4
"amylase, body fluid fluid body other",1795-4
carcinoembyronic antigen (cea) blood,2039-6
(cea) antigen carcinoembyronic blood,2039-6
carcinoebyrnic antign (cea) blood universallaborders,2039-6
carcinoembyronic quan blood (cea) antigen,2039-6
carcinoembyronic blood (cea) antigen,2039-6
"hematocrit, calculated blood",20570-8
"rbc bld calulated hematocrit,",20570-8
"hematocrit, blood calculated",20570-8
"hematocrit, blood calculated",20570-8
bo calculted heatocrt,20570-8
free fat urine,53359-6
urine fat free,53359-6
free ftrine,53359-6
fat free urine,53359-6
free urine fat,53359-6
quinidine blood,6694-4
blod quiniin,6694-4
bloo qinidne quant,6694-4
blood serum or plasma quinidn,6694-4
quinidine blood,6694-4
<albumin> cerebrospinal fluid (csf),1746-7
(csf) cerebrospinalluid <albuin>,1746-7
<albumin> fluid cerebrospinal (csf),1746-7
neuro <albumin> cerebrospinal fluid (csf),1746-7
<alumin> ererospinal flui (cs,1746-7
"bicarbonate, other fluid other body fluid",11211-0
"bicarbonate, other fluid other body fluid",11211-0
"bicarbonate, fl othr fluid othe bdy flud",11211-0
"b/f bicarbonate, othe fluid fuid body other",11211-0
"bicarbonate, flid fuid otherbdy othe",11211-0
centromere blood,16570-4
blood centromere,16570-4
immunofluor cntromereblood,16570-4
bld centromere,16570-4
blod cen centromere,16570-4
barbiturate screen blood,3376-1
screenblood barbirate,3376-1
screen pl barbiturate blod,3376-1
barbiturate serum screen blood,3376-1
sr barbiturate bld screen,3376-1
