source_text,target_loinc
count cd4 absolute blood,8128-1
cd4 other body fluid,17822-8
cd otherbd fluid,17822-8
cd4 other fluid body,17822-8
cd4 body other fluid,17822-8
cd4 other fluid body,17822-8
ph other body fluid,2748-2
ph other body fluid,2748-2
body other ph log molar concentration fluid,2748-2
phothr fluid body,2748-2
ph boy ohr bodies fluid,2748-2
urine fat bodies urine,2272-3
une ft ne bodies,2272-3
bodies fat urine urine,2272-3
pr urine fat bodies urine,2272-3
urine fat bodies urine point in time,2272-3
creatinine clearance urine,33558-8
clearance creatinine urine,33558-8
creatinine urine urn clearance,33558-8
creatinine urine clearance,33558-8
creatinine uine clearance quant,33558-8
"bilirubin, total, pleural pleural",14421-2
"pleural total, pleural bilirubin, pleural fluid",14421-2
"total,pleuralpleural billirubin bilirubi,",14421-2
"pleural total, bilirubin, pleural",14421-2
"bilirubin, point in time pleural total, pleural",14421-2
ca-125 blood,10334-1
bld ca-125 arbitrary concentration,10334-1
serp ca-25 bld,10334-1
ca125blood,10334-1
qnt ca-125 bld,10334-1
bilirubin urine,5770-3
urie biirubin,5770-3
urine bilirubin,5770-3
biliruin urine,5770-3
urine bilirubin,5770-3
fetal hemoglobin blood,4576-5
fetal hgb f hemoglobin bld,4576-5
fetal hemoglobin haemoglobin bld,4576-5
hemoglobin fetal hematology/cell counts bld,4576-5
fetal hemoglobin blood random,4576-5
cd23 other body fluid,51269-9
cd23 body other fluid,51269-9
body other cd23 flid,51269-9
cd2 ther boy luid,51269-9
cd23 other fluid body,51269-9
"chloride, pleural pleural",53627-6
"chloride, pleural pleural",53627-6
"pleural pleural chloride,",53627-6
"pleural pleural chloride,",53627-6
"pleural pleual chloride,",53627-6
fluid type other body fluid,14725-6
fuid other te body fluid,14725-6
fluid other type body fluid,14725-6
fuidtypeother ody fluid,14725-6
other type fluid body fluid,14725-6
"cholesterol, ascites ascites",14441-0
"peritoneal fluid cholesteol, ascites ascies",14441-0
"cholesterl, choles ascites asctes",14441-0
"ascites lipid cholesterol, ascites",14441-0
"cholesterol, ascites ascites",14441-0
mchc blood,786-4
elect blood mchc,786-4
haemoglobin mchc blood,786-4
chc auto bood,786-4
blood mchc,786-4
immunofixation blood,49275-1
random immunofixation blood,49275-1
bld serp mmunofixation,49275-1
imunofiaion blood serplas,49275-1
immunofiatin blood,49275-1
cd45 blood,8130-7
cd45 blood,8130-7
blod c45,8130-7
blood cd45,8130-7
cd45 blood,8130-7
hypersegmented neutrophils cerebrospinal fluid (csf),26506-6
neutrophils hypersegmented cerebrospinal fluid (csf),26506-6
random hypersegmented neutrophils cerebrospinal fluid (csf),26506-6
hypersegmented neutrophils cerebrospinal hematology/cell counts fluid (csf),26506-6
(csf) crebrospinal flui ypersegntedneutrophils,26506-6
"total protein, joint fluid joint fluid",2886-0
"total proten, joint flu jointfluid jint lui",2886-0
"total prtein,joint fluid joifuid",2886-0
"toal protein, flud fluid join join",2886-0
"total protein, fluid joint joint fluid",2886-0
"rbc, joint fluid joint fluid",26458-0
"joint joint fluid rbc, fluid",26458-0
"rbc, joint fluid joint fluid",26458-0
"rbc, jont fluid joint fluid",26458-0
"rbc, oint fluid number concentration join fluid",26458-0
"phenytoin, percent free blood",10548-6
"henytoin, blood fee perent",10548-6
"phenytoin, percent free blood",10548-6
"phenytoin, free percent blood",10548-6
"phenytoin, blood free percent",10548-6
"sodium, body fluid other body fluid",2950-4
bod sodium fluid fluid ohr body boy,2950-4
"othe body fluid sodum, boy flid",2950-4
"fluid body sodium, other body fluid",2950-4
"other body fluid sodium, body fluid",2950-4
elliptocytes blood,6681-1
ellitocytes blood,6681-1
nominal eliptocytsblood,6681-1
tissue boo elliptocytes,6681-1
nominal elliptocyte blood,6681-1
"amylase, body fluid other body fluid",1795-4
"amylase, body fluid bf other body fluid",1795-4
"amylase, body fluid other body fluid",1795-4
"amylas, bod bodies flid other boy fluid",1795-4
"body mylase, flui otherbodyfuid",1795-4
poikilocytosis blood,779-9
blood poikilocyosis,779-9
microscopic blood poikilocytosis,779-9
bood poikilocyosis,779-9
poikilocytosis blood,779-9
cd38 other body fluid,51299-6
cd38 fluid bod oher,51299-6
fluid other body cd38,51299-6
cd38 othr body luid,51299-6
d38 her bdy flid,51299-6
nrbc cerebrospinal fluid (csf),48778-5
(csf) cerebrospinal fluid nrbc,48778-5
nrbc csf (csf),48778-5
nbc cerebrospnal sf) fluid,48778-5
nrbc (csf) fluid cerebrospinal,48778-5
bands joint fluid,33361-7
fluid joint pnm bands,33361-7
flui joit bands,33361-7
bnds fui joint leukocyte,33361-7
bands fluid joint,33361-7
"amylase, pleural pleural",1796-2
"qnt pleural amylase, pleural",1796-2
"alpha amylase pleural amylase, pleural",1796-2
"pleuralpleural quant amyas,",1796-2
"diastase amylase, pleural pleurl",1796-2
fatty urine,5789-3
fattyurne,5789-3
urine fatty,5789-3
urine fatty,5789-3
urine fatty,5789-3
acanthocytes blood,7789-1
qualitative acnhocytes blood,7789-1
acanthocytes blood,7789-1
acanthocytes blood micro,7789-1
blood acantocytes acanthocyte,7789-1
rapamycin blood,29247-4
mass concentration bld rapamycin,29247-4
bld apamycin bld,29247-4
blod rapmycin,29247-4
bld rapamyin,29247-4
cd19 bone marrow,32525-8
cd19 bonemarrow,32525-8
cd19 marrow bone,32525-8
cd19 one mrrw,32525-8
bone cd19 marrow,32525-8
factor viii inhibitor blood,3204-5
factor blood inhibitor viii,3204-5
factor iii ihbtor blood,3204-5
fctor viii inhbitorblood,3204-5
factor viii blood inhibitor,3204-5
spherocytes blood,802-9
spercytesblood pr,802-9
blood spherocytes,802-9
lm blood sherocts,802-9
spherocytes blood,802-9
"bilirubin, total, body fluid other body fluid",1974-5
"bilirubin, fluid body total, other body fluid",1974-5
"bilirubin, total, body fluid body other qnt fluid",1974-5
"ilirubin boy total, fluid ther body pt luid",1974-5
"bilirubin, fluid body fluid other body total,",1974-5
"wbc, other fluid other body fluid",26466-3
"wbc, othe luid oter body fluid",26466-3
"body other fluid other wbc, fluid",26466-3
"other other fluid wbc, body fluid",26466-3
"wbc, ohrfluid other body fluid",26466-3
blood parasite smear blood,24429-3
blood parasite smear blood blood,24429-3
nominal blood parasite smear blood,24429-3
blood nominal parasite smear blood,24429-3
blood parasite id smear blood,24429-3
burr cells blood,7790-9
echinocyte blood cells burr,7790-9
burr echinocytes els blood,7790-9
cells burr hematology/cell counts blod,7790-9
burr cells microscopic bld,7790-9
hematocrit blood,4544-3
red bld corpuscle blod hematocrit,4544-3
bld hmaocrit elect,4544-3
blood hematocrit quant,4544-3
blod auto hemaocrit,4544-3
"chloride, whole blood blood",2069-3
"whole chloride, blood blood",2069-3
chloride quant wole blo blood,2069-3
"bld whole bld chloride, level",2069-3
"cl- hole chloride, blood blood",2069-3
macrophage other body fluid,12230-9
body manl other macrophage fluid,12230-9
macophae other body hematology/cell counts fluid,12230-9
fluid other bdy macrophage,12230-9
macophage other body lud,12230-9
triglycerides blood,1644-4
blood triglycerides,1644-4
blood tglycerides,1644-4
blood triglycerides,1644-4
triglyceidesblood,1644-4
heinz body prep blood,48068-1
bod heinz bodypre bld,48068-1
heinz prep dy blood,48068-1
einzbody rep lood,48068-1
point in time heinz body prep blood,48068-1
"glucose, pleural pleural",2346-5
"glucose, pleural pleural",2346-5
"glucose, peural leural",2346-5
"glucose, pleural pleural",2346-5
"pleura pleurl glucose, point in time",2346-5
cd4 bone marrow,51301-0
c4 bone arrow,51301-0
d4 arro bone,51301-0
marrow bone cd4,51301-0
marrow bone cd4,51301-0
nrbc joint fluid,48040-0
nrbc quantitative joint fluid,48040-0
nrbc joint fluid qnt,48040-0
nrbc oint fluid,48040-0
nrbc fluid joint quant,48040-0
% hemoglobin a1c blood,4548-4
a1c hemoglobin % blood,4548-4
% hemoglobin a1c blood endocrinology,4548-4
hemoglobin a1c glycosylated hemoglobin blood,4548-4
% hemoglobin a1c bod,4548-4
magnesium blood,2601-3
blood agesiu plsm,2601-3
manesimbloo,2601-3
lod manesium,2601-3
blood magnesium random,2601-3
"creatinine, joint fluid joint fluid",14401-4
"creatinin, joint flui jointfuid",14401-4
"creatinine, joint fluid joint fluid",14401-4
"synovial fluid creatinine, joint fluid joint fluid",14401-4
"creatinine, joint fluid joint fluid",14401-4
teardrop cells blood,7791-7
teardrop cells blood,7791-7
teardrop cels blood,7791-7
teardrop blood cells blood,7791-7
bood cells teardrop,7791-7
"osmolality, measured blood",2692-2
"blood measured osmo osmollty,",2692-2
"mesurd osmolality, bood",2692-2
"osmolality, point in time bld measured",2692-2
"osmolality, blood measured",2692-2
eosinophils cerebrospinal fluid (csf),26451-5
eoiophl fluid ererospial csf),26451-5
cerebrospinal eosinophils fluid (csf),26451-5
eosinophils luid cerebrospnal (cerebrospinal fluid),26451-5
point in time esinophil cerebrospial fluid (sf),26451-5
free calcium blood,1994-3
cal bld freecalcium,1994-3
substance concentration ree blood calcium,1994-3
blood calcium free,1994-3
free calciumblood,1994-3
immunoglobulin g blood,2465-3
immunoglobuli  blood,2465-3
blood g sr immunoglobulin,2465-3
blod immunoglobuling,2465-3
level blood g immunoglobulin,2465-3
cd22 other body fluid,42875-5
cd22 ther fluid bdy,42875-5
cd22 other body fluid,42875-5
other cd22 body fluid,42875-5
c2other fluid body,42875-5
"lactate dehydrogenase, ascites ascites",2531-2
"lactate dehydrogenase, ascites ascites l-lactate dehydrogenase",2531-2
"lactate dehydrogenase, tumor marker ascites ascites",2531-2
"lctte dehydrogenase,ascites prt ascites",2531-2
"dehydrogenase, lactate ascites ascites",2531-2
"calcium, total blood",2000-8
"alcium, bood total",2000-8
"calcium, serum bld total",2000-8
plsm bld total calcum,2000-8
"calcium, blo serpl total",2000-8
hemoglobin blood,718-7
hemoglobin lood,718-7
hmoglobi blod level,718-7
bld level hemoglobin,718-7
bood hemoglobin,718-7
carbamazepine blood,3432-2
carbaaepine bld,3432-2
blood arbamzepine level,3432-2
carbamazepine blod qnt,3432-2
bld carbamazepine,3432-2
cd64 blood,17183-5
lood cd64,17183-5
blood cd64,17183-5
blood cd64,17183-5
blood cd64,17183-5
"sodium, stool stool",15207-4
"odium, stool stool",15207-4
"sodium, stool stool",15207-4
"sodium, qnt stool stool",15207-4
tol stol sodiu quan,15207-4
mesothelial cells cerebrospinal fluid (csf),30429-5
mesothelialcells fluid random cerebrspinal (csf),30429-5
mesothelial cells csf cell (csf),30429-5
cells mesothelial csf (csf),30429-5
mesothelial cells cerebrospinal fluid (csf) random,30429-5
tobramycin blood,35670-9
blood sr tbramycin,35670-9
blood tobramycin nebdin,35670-9
blood tobramycin,35670-9
tobramycin bld,35670-9
platelet count blood,777-3
count platelet blood,777-3
count platelet bld,777-3
blood count platele number concentration,777-3
lod cont whole blood platelet,777-3
dhea-sulfate blood,2191-5
blood dhea-sulfate,2191-5
dhea-sulfate blood quant,2191-5
lod dhea-sulate,2191-5
dha-slfate blood qnt,2191-5
absolute a1c blood,4548-4
absolute a1c endocrinology blood,4548-4
absolute bld a1c,4548-4
qnt absolute blood a1c,4548-4
mass fraction absolute a1c blood,4548-4
other cells blood,729-4
other blood cells,729-4
bloo othercells hematology/cell counts,729-4
other cells bld,729-4
other cells bloo,729-4
o2 flow blood,3151-8
blood flow o2,3151-8
bld flow o2,3151-8
flow o2 clin blood,3151-8
o2 flow lung boo,3151-8
"sodium, whole blood blood",2947-0
"sodiu, whole blood bood",2947-0
"sodium, whole bld quantitative bld",2947-0
"blood whole sodium, blood",2947-0
"whole sodium, wb bld bld",2947-0
"wbc, ascites ascites",26468-9
"ascites ascites wbc,",26468-9
"wbc,acites actes abs",26468-9
"ascites leukocyte wbc, ascites",26468-9
"wbc, ascites ascites ascitic fluid",26468-9
cysteine crystals urine,5782-8
crystals cysteine urine,5782-8
ystalsurine cysteine,5782-8
urine cysteinecrystals,5782-8
urine crystals cysteine,5782-8
rbc urine,5808-1
rbc uine,5808-1
rbc uine,5808-1
rbc urine,5808-1
urine rbc,5808-1
metamyelocytes blood,28541-1
bloo meamyeocytes quan,28541-1
blood etamyelocyes,28541-1
metamyelocytes blood white blood cells,28541-1
bod metamyeocyts,28541-1
wbc urine,5821-4
wbc urine,5821-4
wbc urine,5821-4
urie wbc,5821-4
wbc rine,5821-4
uric acid blood,3084-1
urc blood acid,3084-1
acid uric blood,3084-1
acd urc bld,3084-1
uric sr acid blood,3084-1
"calcium, body fluid other body fluid",15155-5
"calcium, fluid body other body fluid",15155-5
"calcium, body fluid body other fluid",15155-5
"calcium, body fluid body other fluid",15155-5
"calcium, body fluid other body fluid pt",15155-5
"albumin, pleural pleural",1748-3
"abumin, pleural plurl",1748-3
"pleural pleural albumin,",1748-3
"pleural albumin, pleural",1748-3
"pleurpleural albumin,",1748-3
mesothelial cells other body fluid,28544-5
mesothelial cells other body fluid,28544-5
mesothelial cells other fluid body,28544-5
mesothelial cells lkcs other body fluid,28544-5
cells mesotelial oter body flui,28544-5
"creatinine, pleural pleural",14399-0
thoracentesis fluid creatinine pleural pleura,14399-0
"creatinine, pleural pleural pleural",14399-0
"creatinine, pulmonary pleural pleural",14399-0
"pleural creatinine, pleural",14399-0
"potassium, body fluid other body fluid",2821-7
"fli ody fluid othrbody possum,",2821-7
"potassium, fluid body other body fluid",2821-7
"potssu, quan ody fluid other body flui",2821-7
"otasium, bodies otherboy bodyflui fuid",2821-7
myelocytes cerebrospinal fluid (csf),30447-7
fluid cerebrospinal myelocytes (csf),30447-7
myelocytes cerebrospinal fluid (csf),30447-7
myelocytes fluid crebrspinal cerebrospinal fluid),30447-7
fluid mylocytescerbrospnl (cerebrospinal fluid,30447-7
haptoglobin blood,4542-7
blood haptoglobin,4542-7
haptoglobin blood pt,4542-7
haptoglobin bld,4542-7
hatolobin blod,4542-7
plasma ascites,40518-3
asites plasma,40518-3
ascites plasma,40518-3
plasma ascites,40518-3
cell pasma ascites,40518-3
hemoglobin c blood,4561-7
blood c hemoglobin totl,4561-7
hgb c hemolobi c blood,4561-7
c hemoglobin blood,4561-7
hemoglobin bld c,4561-7
methemoglobin blood,2614-6
blood methemoglobin,2614-6
blood methemoglobin mass fraction,2614-6
blood methemoglobin hb,2614-6
blood methemoglobin,2614-6
creatinine blood,2160-0
creatinine blood,2160-0
creatinine bld,2160-0
blood creatinine,2160-0
cratinineblood,2160-0
24 hr protein urine,2889-4
protein hr 24 urine,2889-4
24 protein hr urine,2889-4
24 hr urine ua protein,2889-4
24 hr uine protein,2889-4
"osmolality, urine urine",2695-5
"osmolality, urine ur urine",2695-5
"smllity, urineurine",2695-5
"osmolality osmolality, urine urine",2695-5
"random osmolality, urine urine",2695-5
anti-nuclear antibody blood,5047-6
blood antibody anti-nuclear,5047-6
anti-nuclear antibody blood point in time,5047-6
antibody anti-nuclear blood,5047-6
suds anti-nuclerantibodybloo,5047-6
microcytes blood,741-9
blood microcytes,741-9
blood microcytes,741-9
microcytes bood,741-9
microcytes hematology/cell counts bood,741-9
24 hr calcium urine,6874-2
24 r calcim urn,6874-2
24 hr calcium 24hr urine,6874-2
24 hr calcium urine ur,6874-2
24 hr calcium urine,6874-2
anti-parietal cell antibody blood,26969-6
anti-parietal cell antibody blood,26969-6
antibody cell anti-parietal blood,26969-6
ati-parita cell antbody blood,26969-6
blood cellantibody antibodies anti-prietal,26969-6
digoxin blood,10535-3
digoxin o,10535-3
dioxn bood,10535-3
random dgoxin blood,10535-3
level bld digoxin,10535-3
"tissue transglutaminase ab, iga blood",31017-7
"tissue tansglutaminase ab, iga bld protein-glutamine gamma glutamyltransferase",31017-7
"tissue transglutaminase ab, universallaborders iga bld",31017-7
"iga transglutaminase ab, tissue blood",31017-7
"ab, transglutaminase tissue iga blood",31017-7
"potassium, ascites ascites",49789-1
"potassium, ascites ascites k+",49789-1
acites random potasium scies,49789-1
"ascits ascites potassium,",49789-1
"ascies potassium, ascites",49789-1
"osmolality, ascites ascites",2691-4
"osmolality, ces ascites",2691-4
"ascites ascites osmolality,",2691-4
"osmolit, asites ascites ascites",2691-4
"ascites ascites ascites osmolality,",2691-4
luteinizing hormone blood,1599-0
luteinizi hormone bloo,1599-0
hormone luteinizing blood,1599-0
lueinizing blood hormon,1599-0
blood hormone luteinizing,1599-0
gentamicin blood,35668-3
gentamicin bld,35668-3
blood point in time gentamicin,35668-3
serplas gentamicin blood,35668-3
blood gentamicin,35668-3
"calculated bicarbonate, whole blood blood",1959-6
"calculated bicarbonate, whole quantitative bld bld",1959-6
"calculated biarbonate, whle bloo random blood",1959-6
"calculatedbicabonate,whole bood blood",1959-6
"blod bicarbonte, wole calulated blood",1959-6
cd15 blood,17117-3
blood cd15,17117-3
blood cd15,17117-3
blod cd15,17117-3
d15 blood,17117-3
mesothelial cells joint fluid,33365-8
esothelial cell clls joint fluid,33365-8
mesothelial fluid joint cells,33365-8
mesothelial fluid joint cells,33365-8
cells mesothelial joint fluid,33365-8
monocytes joint fluid,17835-0
fluid joint monocytes,17835-0
mnocytes fluid joint,17835-0
leuk fluid joint monocytes,17835-0
monocytes fluid joint,17835-0
c3 blood,4485-9
c3 blood comp,4485-9
c3 blood ser,4485-9
c3blo,4485-9
blod universallaborders c3,4485-9
"myoglobin, urine urine",2640-1
"myoglobin, urine myog urine",2640-1
"myoglobin, urine urine",2640-1
"myoglobin, urine universallaborders urine",2640-1
"mglobin, random urine ure",2640-1
mesothelial cell ascites,30432-9
mesothelial ascites cell,30432-9
acites cell mesothelil,30432-9
mesothelial cell ascite,30432-9
cell mesothelial ascites,30432-9
cd56 blood,8133-1
blood cd56,8133-1
cd56 blood,8133-1
blood cd56,8133-1
blood cd56,8133-1
"cholesterol, ldl, measured blood",18262-6
"ldl, cholesterol, measured blood",18262-6
"cholesterol, ldl-c ldl, measured blood",18262-6
"cholesterol, blood measured ldl,",18262-6
"cholesterol, blood measured ldl,",18262-6
cd14 other body fluid,51248-3
cd14 oherbody fluid,51248-3
cd14 body other fluid,51248-3
cd14terbody fluid,51248-3
cd14other fluid b,51248-3
atypical lymphocytes blood,733-6
atypcal lmphocytes bood,733-6
atypical lymphocytes blood,733-6
ayica qual lmphocytes bood,733-6
screen blood lymphocytes atypical,733-6
salicylate blood,4023-8
bld serum salicylate,4023-8
plasma bld salicylate,4023-8
blood salicylate,4023-8
blood alicylate,4023-8
"testosterone, free blood",2991-8
"etosteroe, free blo plsm",2991-8
"testosterone, free blood",2991-8
"re tetosterone, boo non-protein bound",2991-8
testosteroe free blood,2991-8
"protein s, functional blood",31102-7
"s, protein functional blood",31102-7
"protein s, functioal bloo",31102-7
"s, protein functional blood",31102-7
"potein s, functional blood",31102-7
transferrin blood,2500-7
bld transferrin,2500-7
serp trnsferrin blood,2500-7
transfrrin bloo,2500-7
ansferrin plasma blod,2500-7
lymphocytes blood,731-0
blood yphcyte,731-0
blood lymphocytes,731-0
lymphocytes blood,731-0
lymphocytes absolute bld,731-0
cd10 blood,8107-5
blo cd10,8107-5
blood cd10,8107-5
cd0 blood,8107-5
blood cd10,8107-5
"cd4 cells, percent blood",8127-3
cd4 cells percent blood,8127-3
"percent cells, cd4 blood",8127-3
"blood cells, percent cd4",8127-3
"cd4 cels, prcet blod",8127-3
immunoglobulin m blood,2472-9
immunoglobulin m blood qnt,2472-9
immoglobulin m blood,2472-9
immunoglobulin m bld,2472-9
m immunoglobulin quant blood,2472-9
factor xi blood,3226-8
blood xi factor,3226-8
xi factor blood,3226-8
factor blood xi,3226-8
blood xi factor,3226-8
epithelial cells urine,5787-7
urine cells epithelial,5787-7
epitheal urine cels,5787-7
eelial cells urine,5787-7
urine cells epithelial,5787-7
thrombin blood,3243-3
thrmbin bood,3243-3
blood thrombin,3243-3
blood thrombin,3243-3
blood thrombin,3243-3
cd59 blood,17177-7
blood cd59,17177-7
cd59blood,17177-7
cd9 blood,17177-7
blood cd59,17177-7
"hematocrit, calculated blood",20570-8
"ematocrit, calculated blood",20570-8
"hematocrit, volfr calculated blood",20570-8
"hematocrit, caculated blood",20570-8
"hematocrit, volfr calculated bld",20570-8
cd20 blood,8119-0
blood cd20,8119-0
blood cd20,8119-0
blod cd20,8119-0
lood cd20,8119-0
fmc-7 other body fluid,57428-5
fm- other boyfluid,57428-5
fluid bod fmc-7other,57428-5
fmc-7 other fluid body,57428-5
fmc7 body the fluid,57428-5
"cholesterol, hdl blood",2085-9
"hdl cholesterol, blood",2085-9
"cholesterol, hdl blood",2085-9
"choleserl, hdl choles blod",2085-9
"serp hdl cholesterol, bld",2085-9
granulocyte count blood,30394-1
blood count granulocyte,30394-1
quantitative coutblood granulocyte,30394-1
count granulocyte blood count,30394-1
cun granulocye bld,30394-1
calculated thyroxine (t4) index blood,32215-6
ndex tyroxine level (t4) clculated blod,32215-6
indexbood thyroxine (t4) point in time calculated,32215-6
clculat throxine (4) index blod sr,32215-6
calculated thyroxine (t4) index bld,32215-6
fragmented cells blood,10373-9
fragmetd wb cells lood,10373-9
fragmented blood cells,10373-9
fragmentedcells bld,10373-9
cells fragmented blood,10373-9
"methadone, urine urine",3773-9
"etadone, universallaborders urine urine",3773-9
"drugs of abuse methadone, urine urine",3773-9
"methadne,urine urie drugs",3773-9
"urine urine methadone,",3773-9
glucose blood,2345-7
gucose blod,2345-7
glucose blood,2345-7
pl lucose bloo,2345-7
serplas glucose blood,2345-7
creatine kinase (ck) blood,2157-6
serum or plasma creaine kinase (c) blood,2157-6
creatine kinase serpl (ck) bld,2157-6
creatn quan kinase (ck) blood,2157-6
creatine kinase ck (ck) bood,2157-6
cd41 blood,17148-8
blood cd41,17148-8
blood cd41,17148-8
blood cd41,17148-8
blood cd41,17148-8
pg other body fluid,48785-0
pg other fluid boy,48785-0
oter pg fl bod lui,48785-0
pg body other fluid,48785-0
fluid other body pg,48785-0
hepatitis a virus igm antibody blood,22314-9
heatitis vius igm antibody blood hav,22314-9
qual hepatitis a bld igm antibody virus,22314-9
antibody a virus igm hepatitis blood,22314-9
igm screen a virus hepatitis antibodyblood,22314-9
"fibrinogen, functional blood",3255-7
"bloo functinal fibrnogen,",3255-7
"functional fibrinogen, blood",3255-7
"functional fibrinogen, blood",3255-7
"functional fibrinogen, blood",3255-7
carcinoembyronic antigen (cea) blood,2039-6
oncology anigen carcinoembyroni (cea)blod,2039-6
carcinoembyronic blood (cea) antigen,2039-6
antigen carcinoembyronic (cea) blood,2039-6
crinoembyrnic antign(cea) plsm lood,2039-6
howell-jolly bodies blood,7793-3
howell-jolly bodies blood qualitative,7793-3
howell-joll bodis bld,7793-3
howell-joly bodis blod,7793-3
howell-jolly bdies bloo,7793-3
urobilinogen urine,5818-0
urbilinoen urine,5818-0
urine urobilinogen,5818-0
urine urobilinogen,5818-0
urobilinogen urine random,5818-0
"bicarbonate, pleural pleural",54361-1
"pleural bicarbonate, pleural",54361-1
"bicarbonate, pleural pleural",54361-1
"pleural hco3 bicarbonate, pleural",54361-1
"bicarbonate, pleural pleural",54361-1
"anti-gliadin antibody, iga blood",7893-1
"antigliadin ig atibody, blood",7893-1
"anti-gliadin abs antibody, iga blood",7893-1
"anti-gliadin blood iga antibody,",7893-1
"anti-gliadin antibody antibody, iga bld",7893-1
macrophage joint fluid,33376-5
joint fld macropha joint fluid,33376-5
macrophage fluid joint hematology/cell counts,33376-5
synovial fluid fluid joint macrophage,33376-5
joint macrophage fluid,33376-5
cd55 blood,17175-1
blood cd55,17175-1
cd55 blood,17175-1
blood cd55,17175-1
blood cd55,17175-1
"protein c, antigen blood",27820-0
"protein blood antigen c,",27820-0
"antigen c, protein blood",27820-0
"c, protein antigen blood",27820-0
"protein blood antigen c,",27820-0
urine mucous urine,8247-9
urine urine mucous,8247-9
mucous urine urine,8247-9
urine urinmucos,8247-9
urine mucous urine,8247-9
cholesterol crystals urine,5777-8
hlesterol crystals urine,5777-8
cholesterol urine crystals,5777-8
chlterol crystals urine,5777-8
cholesterol urine crystals,5777-8
oxygen saturation blood,20564-1
oxyge lood saturation respiratory,20564-1
blood saturation oxygen,20564-1
blood saturation oxygen,20564-1
saturaton oygn lood quant,20564-1
bands other body fluid,26510-8
quantitative bands other body fluid,26510-8
bads flui bdy other,26510-8
bands fluid boy other,26510-8
bands other fluid body,26510-8
"ld, body fluid other body fluid",2529-6
ldbody fuid fluid body other,2529-6
"ld, body fluid other fluid body quantitative",2529-6
"ld, bod fluid other body fluid",2529-6
"ld, fluid body other body fluid",2529-6
polys pleural,26519-9
polys thoracentesis fluid pleural,26519-9
pleural polys,26519-9
polys pleural,26519-9
pleural percent polys,26519-9
porphobilinogen screen urine,2809-2
screen porphobilinogen urine,2809-2
porphobilinogen screen urine porphoblngn,2809-2
screen porphobilinogen urine,2809-2
porphobilinogen screen urine,2809-2
chloride blood,2075-0
blood chloride,2075-0
blood chloride,2075-0
blood chloride cl-,2075-0
chloride blood,2075-0
"triglycerides, ascites ascites",14447-7
"triglycerides, ascites ascites",14447-7
"triglycerides, chemistry ascites ascites",14447-7
"ascites mass concentration triglycerides, ascites",14447-7
"ascites peritoneal fluid triglycerides, ascites",14447-7
hla-dr blood,32621-5
blood hla-dr,32621-5
hla-drlood,32621-5
la-dr bood,32621-5
hla-drbood,32621-5
phosphate blood,2777-1
blood phosphate,2777-1
random phosphate blood,2777-1
hosphate blood phosphrous,2777-1
quant blood phosphate,2777-1
benzodiazepine screen blood,42662-7
whole blood screen benzodiazepine blood,42662-7
blood screen benzodiazepine,42662-7
benodiazepine screen blood,42662-7
drugs benzdiazepne creen blood,42662-7
"rbc, ascites ascites",26457-2
"rbc, ascite absolute ascites",26457-2
"abs rbc, ascits ascite",26457-2
"ascites ascitic fluid bc,ascites",26457-2
"rbc, rbcs ascites ascites",26457-2
calculated tbg blood,3027-0
calculated tbg bld,3027-0
calculated blood tbg,3027-0
calculated tbg blood serum or plasma,3027-0
tbg caculated blod,3027-0
h/o smear blood,38924-7
h/ blood sa,38924-7
h/o smearblod,38924-7
blood smear h/o,38924-7
h/o sear blod,38924-7
monos other body fluid,10330-9
onos ote body lkcs fluid,10330-9
other monos body fluid,10330-9
qnt other monos body fluid,10330-9
mono random other body luid,10330-9
bands blood,763-3
bansblod,763-3
bld neuts band bands,763-3
bld point in time bands,763-3
bands whole bld bld,763-3
blasts cerebrospinal fluid (csf),26447-3
blasts cerebrospinal fluid (csf) spinal fl,26447-3
blasts fluid cerebrospinal (csf),26447-3
(cf) cerebrospinal white blood cell fluid blasts,26447-3
blasts cerebrospinal fluid (csf),26447-3
absolute cd8 count blood,8138-0
asolut cd8 count lood,8138-0
absolue 8count blood,8138-0
count c8 bsolute blood,8138-0
count asolutecd8 bld,8138-0
hepatitis b surface antigen blood,5196-1
hepatitis bld surface antigen b,5196-1
hepatitis b surface antigen blood,5196-1
hepatitis b antigen surface blood,5196-1
hepatitis hep b blood surface antigen b,5196-1
"creatinine, ascites ascites",12191-3
"ascites creatinine, ascites",12191-3
"aciesasites creatnine,",12191-3
"qnt ascites creatinine, ascites",12191-3
"ascitic fluid creatiie, asctes ascites",12191-3
"reticulocyte count, absolute blood",14196-0
"reticulocyte ount, absolut blood",14196-0
"reticulocyte count, quantitative absolute blood",14196-0
"count, reticulocyte absolute blood",14196-0
"reticulocyte count, absolute bood",14196-0
"po2, body fluid other body fluid",2706-0
"po2, body fluid other boy flud",2706-0
"other body fluid po2, body fluid",2706-0
"p2, flid fuidother body body",2706-0
"o2, body fluid qnt oth body fli",2706-0
reptilase time blood,6683-7
blood time reptilase,6683-7
time reptilase blood,6683-7
reptilase blood time,6683-7
reptilase blood time,6683-7
"total protein, pleural pleural",2882-9
"total protein, pleural pleral",2882-9
"total chemistry protein, pleural pleural",2882-9
"total pr ptein, leural pleurl",2882-9
"pleural protein, pleural pr total",2882-9
"albumin, urine urine",1754-1
"abumin, quan urin urine",1754-1
"albumin, urine quan urine",1754-1
