source_text,target_loinc
"pleural pleural cholesterols cholesterol,",9618-0
anti-parietal cell antibody blood,26969-6
blood cell antibody anti-parietal,26969-6
ati-parietal ll antibodyblood,26969-6
ni-parietal blood antibody cell aby,26969-6
anti-parietal cell antibody blood trf,26969-6
"albumin, urine urine",1754-1
"albumin, urine urine",1754-1
"urine urine albumin, quantitative",1754-1
"urine albumin, urine",1754-1
"urinerine chemistry albuin,",1754-1
uric acid crystals urine,5817-2
uric acid urine crystals,5817-2
urine acid crystals uric,5817-2
uric crstals acid urne,5817-2
urine acid crystals uric,5817-2
cd10 bone marrow,51216-0
d10 marrow bone,51216-0
bone cd10 arrow,51216-0
cd10 bone marrow,51216-0
marrow bone cd10,51216-0
factor v blood,3193-0
blood v factor,3193-0
blood v factor,3193-0
facor  blood,3193-0
facor v lood,3193-0
triiodothyronine (t3) blood,3053-6
triiodyronne (t3 bood,3053-6
(t3) triiodothyronine blood,3053-6
blood (t3) quant triiodothyronine,3053-6
blood (t3) triiodothyronine,3053-6
basophils blood,704-7
blood basophis,704-7
blood basophils,704-7
blood basophils,704-7
l basophls,704-7
factor ii blood,3289-6
blood ii factor,3289-6
blood ii factor,3289-6
factor ii blood,3289-6
factor bood ii,3289-6
immunofixation blood,49275-1
blood ife immunofixation,49275-1
bod imunofixation,49275-1
immunofixaion blod,49275-1
bld immunofixation,49275-1
factor ix blood,3188-0
factor blood ix,3188-0
factor blood i,3188-0
factor blood ix,3188-0
blood ix factor,3188-0
anticardiolipin antibody igg blood,8065-5
anticardilipnantibody blood igg,8065-5
anticardiolipin blood igg antibody,8065-5
anticadiolin antibdy ig blood,8065-5
anticardiolipin igg antibody blood,8065-5
lymphocytes other body fluid,11031-2
lympocytes random oter body uid,11031-2
body other quantitative lymphocytes fluid,11031-2
lymphocyes oter ody fluid,11031-2
lymphocytes other body fluid quant,11031-2
cd15 blood,17117-3
blood cd15,17117-3
blood d15,17117-3
cd5 blood,17117-3
blood cd15,17117-3
cd14 other body fluid,51248-3
cd14 other bodylud,51248-3
body other cd14 fluid,51248-3
cd4 othr body flud,51248-3
body othe cd1 fluid,51248-3
ovalocytes blood,774-0
ovaoctesblod,774-0
blood ovalocytes,774-0
ovalocyte blood ovalocytes,774-0
blood ovalocytes,774-0
sulfonamides urine,5812-3
sulfonamies urine,5812-3
uin sulfonmds,5812-3
urine slfomdes,5812-3
sulfoamides uie,5812-3
luteinizing hormone blood,1599-0
luteinizing hormone blood,1599-0
luteinizing blood hormone,1599-0
hormone luteinizing blood,1599-0
hormone luteinizing blood,1599-0
blasts blood,708-8
blastsblod hematology/cell counts,708-8
blasts blood ct,708-8
blats blood,708-8
blast blod,708-8
hepatitis c virus antibody blood,16128-1
hepatitis c hepatit antibody virus bld,16128-1
virs hepatitic antbodyblood,16128-1
antibodies blood c virus anibdy hepaitis,16128-1
epatiti c bloo antibody virus,16128-1
"lipase, body fluid other body fluid",15212-4
"lipase, body fluid other bf ody fuid",15212-4
"fluid body lipase, other body fluid",15212-4
lipae boyuid other body quantitative fluid,15212-4
liase flu body uid other ody flui,15212-4
"phosphate, urine urine",2778-9
"phsphate, urine level urine",2778-9
"phsphate, urine uine",2778-9
"phosphate, urine urine level",2778-9
"urine urie phsphate,",2778-9
metamyelocytes cerebrospinal fluid (csf),30366-9
metamyelocytes cerebrospinal (cerebrospinal fluid) fluid,30366-9
cerebrospinal metamelcytes metas fuid (csf),30366-9
fluid(csf erebrospina metamyelocyts,30366-9
cerebrospinal metamyelocytes spinal fl fluid (csf),30366-9
"lactate dehydrogenase, ascites ascites",2531-2
"quantitative ascites ehydrogenase, lacate ascits",2531-2
"lactate dehydrogenase, ascites lactic acid ascites",2531-2
"ascites dehydrogenase, lactate ascites",2531-2
"dehydrogenase, lactate ascites ascites l-lactate dehydrogenase",2531-2
cd138 other body fluid,42871-4
cd138 oter body fud,42871-4
fluid other body cd138,42871-4
cd138 ohr fuid boy,42871-4
cd138 other body fuid,42871-4
cd4 bone marrow,51301-0
bon cd4 marw,51301-0
cd4 marrow bone,51301-0
cd4 bone marrow,51301-0
d4 bone marrow,51301-0
cd2 bone marrow,32527-4
cd2 bone arow,32527-4
bone cd2 marrow,32527-4
bone cd marrow,32527-4
cd2 marrow bone,32527-4
cd2 other body fluid,17827-7
body other cd2 flud,17827-7
cd fluid body other,17827-7
other cd2 body fluid,17827-7
cd other body fluid,17827-7
"protein, total blood",2885-2
protein total bloo,2885-2
"serum or plasma protein, total bld",2885-2
"protein, toal blood universallaborders",2885-2
"total protein, blood pt",2885-2
granulocyte count blood,30394-1
ct cuntblod granlocte,30394-1
blod ganulocytecount,30394-1
count count/volume granulocyte bld,30394-1
blod granulocyte count raulocyte,30394-1
eosinophil count blood,26449-9
count eosinophil bld,26449-9
number concentration bld count eosinophil,26449-9
blood count eosinophil,26449-9
eosinophil blood count hematology/cell counts,26449-9
cd19 blood,8117-4
blood cd19,8117-4
blood cd19,8117-4
blood cd19,8117-4
cd1 blood,8117-4
sodium blood,2951-2
blood sodim,2951-2
sdium blood,2951-2
sodium blood,2951-2
sodimblod,2951-2
"amylase, pleural pleural",1796-2
"pulmonology pleural pleural amylase,",1796-2
"thoracentesis fluid amylase, pleural pleural",1796-2
"mylase,pleural pleural",1796-2
"thoracentesis fluid myas, lerl pleral",1796-2
polychromasia blood,10378-8
blood polychromasia,10378-8
polychromasia bld,10378-8
polychromasia point in time blood,10378-8
whole blood polychromasia blood,10378-8
alveolar-arterial gradient blood,19991-9
alveolar-arterial blood gradient,19991-9
gradient alveolar-arterial blood,19991-9
gradent alveola-arteril blood,19991-9
blood gradient alveolar-arterial,19991-9
platelet smear blood,778-1
platelet smear bld,778-1
bloo smear platelet manl,778-1
platelet smr blood,778-1
mear # platlet blood,778-1
metamyelocytes other body fluid,17801-2
mtamyelocyteother body fluid,17801-2
metamyelocytes percent other body fluid,17801-2
leuk other metamyelocytes body fluid,17801-2
metamylocyts other body fluid,17801-2
"calcium, urine urine",2004-0
"urineurie calcium, ur",2004-0
"urine urine calcium,",2004-0
"calcum, urin urie",2004-0
"calcium, substance concentration ine uri",2004-0
cd45 other body fluid,17823-6
other cd45 body fluid,17823-6
body other cd45 fluid,17823-6
body other cd45 fluid,17823-6
cd45 fluid body other,17823-6
"bilirubin, total, body fluid other body fluid",1974-5
"bilirubin, total, body fluid other fluid body",1974-5
"bilirubin, bod total, flui bili other bdy flid",1974-5
"bilirubin, total, body fluid bod other body fluid",1974-5
"blirubin, total, bod fluid othr body fluid",1974-5
lymphocytes pleural,26481-2
lkcs lymphocytes pleural,26481-2
pleural lympocytes,26481-2
lympocte pleural wbc,26481-2
pleural lymphocytes pulmonary,26481-2
"wbc, ascites ascites",26468-9
"ascites ascites wbc,",26468-9
"ascites wbc, count/volume ascites",26468-9
"ascites wbc, ascites",26468-9
"asctes ascitic fluid ascies wbc,",26468-9
"osmolality, measured blood",2692-2
"measured osmolality, bld",2692-2
"osmolality, universallaborders blood measured",2692-2
"osmolality, measured blood",2692-2
"blood measured osmolality,",2692-2
uric acid blood,3084-1
blood acid pl uric,3084-1
uric acidblood,3084-1
uicacidbod,3084-1
acid uric blood,3084-1
cd33 blood,8102-6
blood cd33,8102-6
blood cd33,8102-6
blood cd33,8102-6
blood cd33,8102-6
"myoglobin, urine urine",2640-1
"urine urn urine myoglobin,",2640-1
"myoglobin, urine urine",2640-1
"myoglobin, urine urine",2640-1
"urine urine myoglobin, ordinal",2640-1
fibrin degradation products blood,30226-5
prodt degrdtio fibrin lood,30226-5
fibrn dadtion bloo prodcts,30226-5
products degradation fibrin blood,30226-5
fibrin degradation prduc bood,30226-5
lymphs cerebrospinal fluid (csf),26479-6
cerebrospinal wbcs lymphs fluid (csf),26479-6
lymphs (cerebrospinal fluid) fluid cerebrospinal wbc,26479-6
quantitative lymphs cerebrospinal fluid (csf),26479-6
lymphs cerebrospinal spinal fl fluid (cerebrospinal fluid),26479-6
albumin blood,1751-7
alumin blood,1751-7
albumn blood,1751-7
alb albumin blood,1751-7
bld serum or plasma albumin,1751-7
cd19 bone marrow,32525-8
bone cd19 marrow,32525-8
cd19 bonemarrow,32525-8
cd19 bon marrw,32525-8
bone cd19 marrow,32525-8
lipase blood,3040-3
blod lipe,3040-3
bld serp lipase,3040-3
lipase bld quantitative,3040-3
lipase lps blood,3040-3
monos pleural,33362-5
onos leural,33362-5
mono leural leukocyte,33362-5
peral percent monos,33362-5
monospleura,33362-5
free fat urine,53359-6
fat fe urine,53359-6
fat free urine,53359-6
fat free urine,53359-6
urine at fre,53359-6
basophils cerebrospinal fluid (csf),30374-3
basophiscerebrospinal (csf) fluid,30374-3
basophis cerebrospnal (cerebrospinal fluid) fuid,30374-3
basophils fluid cerebrospinal (cerebrospinal fluid),30374-3
basophils (cf) flui erebrospinal,30374-3
atypical lymphocytes ascites,33369-0
wbc atypical lymphocytes ascites,33369-0
wbcs atypical lymphocytes ascites,33369-0
tpical ascites ascites lympocytes,33369-0
lymphocyes quan atypical ascits,33369-0
urea nitrogen blood,3094-0
ura itrogen lood,3094-0
blood bun nitrgen rea,3094-0
urea nitrgen blood n2,3094-0
blood nitrogen urea,3094-0
transitional epithelial cells urine,30089-7
transitional epithelial urine cells,30089-7
transional epitheliaclls urine,30089-7
transitional eithelial cells urne,30089-7
epithelial transitional cells urine,30089-7
cd23 blood,14018-6
blood cd23,14018-6
blood cd23,14018-6
blood cd23,14018-6
blood cd3,14018-6
potassium other body fluid,2821-7
fluid other body potassium,2821-7
potassium other body fluid,2821-7
potassium bod other body fluid,2821-7
potssium otherbdy fluid,2821-7
platelet clumps blood,40741-1
platelet clups bld,40741-1
platelet clumps blood qualitative,40741-1
clumps platelet blood,40741-1
clumps platelet blood,40741-1
"chloride, urine urine",2078-4
"chloide, urine urie",2078-4
"quantitative chloride, urine urine",2078-4
"clorie, rine urine",2078-4
chloride quan urine urine,2078-4
pt blood,5902-2
pt blood,5902-2
blood t,5902-2
blood pt,5902-2
pt blod,5902-2
waxy casts urine,5819-8
waxy casts rine,5819-8
casts waxy urine,5819-8
casts waxy urine,5819-8
axy casts urine,5819-8
reptilase time blood,6683-7
repiase time loo,6683-7
reptilase blood time,6683-7
reptilase blood time,6683-7
reptilase blood time,6683-7
polys ascites,26520-7
white blood cells ascie polys,26520-7
polys ascites,26520-7
polys quan ascites,26520-7
polys gran ascites,26520-7
homocysteine blood,13965-9
homocysteine bld,13965-9
homocyseine bloo serp,13965-9
blood homocysteine,13965-9
homocysteine blood,13965-9
"barbiturate screen, urine urine",3377-9
"urine screen, urine barbiturate",3377-9
"urine sreen, urine bariturate",3377-9
"urine ua screen, urine barbiturate",3377-9
"drug/toxicology barbiturate rine screen, ure",3377-9
"lymphocytes, percent blood",26478-8
"lymphoctes, blood percet",26478-8
"lymphoyte,percent blood",26478-8
"blood percent lymphocytes,",26478-8
lymphocytes percenblod,26478-8
cd2 blood,8118-2
blood cd2,8118-2
blood cd2,8118-2
blood cd2,8118-2
blood cd2,8118-2
hematocrit blood,4544-3
blood hematocrit,4544-3
bloo hematcit,4544-3
hematocrit blood,4544-3
blood hematocrit,4544-3
cd4/cd8 ratio other body fluid,18266-7
cd4/cd8 body other ratio fluid,18266-7
other ratio cd4/cd8 body fluid,18266-7
cd4/d8 rtio othr body id,18266-7
cd4/cd8 fluid other body ratio,18266-7
basophils ascites,35069-4
ascites basophils,35069-4
basophlascites,35069-4
asctes lkcs bsphils,35069-4
scites basophis,35069-4
"reticulocyte count, automated blood",17849-1
"bood cont, automated reticlocyt",17849-1
ticulocye retics automatdblood cot,17849-1
"riculoytecoun, blood autoate quan",17849-1
"rticulocyte cunt,utomated blod auto",17849-1
white blood cells blood,804-5
blood wb white cells bood,804-5
white bld count bld cells,804-5
whiteblod cels blood,804-5
white cells blood wb blood,804-5
"total protein, body fluid other body fluid",2881-1
"body protein, total fluid other body fluid",2881-1
total protn fluid fluid qnt oher bod body,2881-1
"total prtein, body luidother body fluid",2881-1
"boy protein, toal bod fluid other bodyfluid",2881-1
"osmolality, body fluid other body fluid",15200-9
"osmolality, body flu fluid other body fluid",15200-9
"fluidoter body osmolality, bod fluid",15200-9
"osmolality, other fluid body body fluid",15200-9
"osmolality, body fluid bf other odyfluid",15200-9
"protein s, antigen blood",27823-4
"protein blood antigen s,",27823-4
"protein s, anigen blod",27823-4
"prtei blood anigen s,",27823-4
"antigen s, protein blood",27823-4
bilirubin urine,5770-3
urine bilirubin,5770-3
urne bilirbin,5770-3
urine bilirubin,5770-3
blirubinurine,5770-3
anti-nuclear antibody blood,5047-6
nt-nuclear tibodyblood,5047-6
blood antibody anti-nuclear,5047-6
anti-nuclear blood point in time antibody,5047-6
antinuclar blood ntibody antby,5047-6
nrbc cerebrospinal fluid (csf),48778-5
normoblasts nrbc cerebrospinal fluid csf),48778-5
fluid cerebrospinal erythrocyte nrbc (csf),48778-5
nrbc cerebrospinal fluid (csf),48778-5
nrbc nuc cerebrospinal fluid (csf),48778-5
"cholesterol, ldl, measured blood",18262-6
"cholesterol, ldl, lipid measured blood",18262-6
"cholesterol, ldl, measured blood",18262-6
"chlesterol, ldl, measu bloo",18262-6
"cholesterol, ldl, measuredblood serplas",18262-6
"reticulocyte count, manual blood",31112-6
"reticulocyte count, anual bld",31112-6
"count,manual reticulocte bloo",31112-6
"reticulocyte con, manual lod",31112-6
"blood count, manual reticulocyte",31112-6
absolute lymphocyte count blood,26474-7
absolute lymphocyte blood count,26474-7
absolute lymphocyte count blood lympho,26474-7
absolute lymphocyte count bloo,26474-7
abslute lymphocyte coun blood,26474-7
c3 blood,4485-9
blood c3,4485-9
blood c3,4485-9
quan blood c3,4485-9
bld c3,4485-9
c-reactive protein blood,1988-5
protein c-reactive blood,1988-5
c-ractive proen lood plsm,1988-5
qnt c-ractve roenblood,1988-5
c-ratveproein bood,1988-5
wbc urine,5821-4
urine wbc,5821-4
urine wbc,5821-4
urine wbc,5821-4
urine wbc,5821-4
cd7 bone marrow,35641-0
c7 bone marrow,35641-0
marrow bne cd7,35641-0
bone cd7 marrow,35641-0
d7 marow bone,35641-0
troponin i blood,10839-9
blood universallaborders i troponin,10839-9
troponin i blood,10839-9
troponin i bld,10839-9
troponin blood i,10839-9
cd5 blood,8132-3
cd5 blood,8132-3
blood cd5,8132-3
cd5 bod,8132-3
blood cd5,8132-3
anisocytosis blood,702-1
blood whole blood anisocytosis,702-1
lood lm anisocytosis,702-1
blood anisocytosis,702-1
aniocytosis bld,702-1
gamma glutamyltransferase blood,2324-2
amma glutamyltransferase gamma glutamyl transpeptidase blod,2324-2
bod glutamyltransferase gmma,2324-2
gamma glutamyltransferase bld,2324-2
gam bloo glutamytnsferas,2324-2
glucose urine,5792-7
glucoe rne,5792-7
urine glucose,5792-7
glucos urine,5792-7
urine glucse,5792-7
"glucose, joint fluid joint fluid",2348-1
"glucoe, joint fluid gluc oint fuid",2348-1
"glucose, joint fluid joint joint flu fluid",2348-1
"glucose, joint fluid joint fluid",2348-1
"glucose, glucoseur joint fluid joint fluid",2348-1
creatine kinase (ck) blood,2157-6
creatine blood (ck) kinase,2157-6
creatine kinase (ck) bod,2157-6
(c)blo kinase cratine qnt,2157-6
blood kinase (ck) creatine plasma,2157-6
eosinophils blood,711-2
blod absolutes eoinophils,711-2
eosinophis bld,711-2
blood eosinophils,711-2
bld eosinophil cnt,711-2
phenytoin blood,3967-7
blood phenytoin,3967-7
phentoin blood zentropil,3967-7
dph phenytoin blood,3967-7
phnytoin blood,3967-7
cyclosporin blood,3521-2
bld cyclosporin random,3521-2
cyclosporin ciclosporin bld,3521-2
blood serum closorin,3521-2
cyclosporin bld,3521-2
myelocytes other body fluid,17800-4
fluid other body myelocytes,17800-4
myelocytes quant other flui body,17800-4
myelocytes body other fluid,17800-4
myelocytes body other fluid,17800-4
oxygen saturation blood,20564-1
oxygen saturation quant blood,20564-1
oxygen saturation lod,20564-1
oxygen saturation quantitative blood,20564-1
satuation oygen blood,20564-1
cd13 bone marrow,51237-6
marrow bone cd13,51237-6
cd13 marrow bone,51237-6
cd13 marrow ne,51237-6
cd13 marrow bone,51237-6
anticardiolipin antibody igm blood,3182-3
blood antibody igm anticardiolipin,3182-3
igm antibody aticardiolipi bloo,3182-3
anticardiolipin igm antibody blood,3182-3
igm antibody anticardiolipin blood,3182-3
eosinophils other body fluid,26452-3
eosinophl other body luid,26452-3
eosinopils fluid body othr,26452-3
quan eoinophils othebody fuid,26452-3
eosinophils othrboy fluid,26452-3
macrophages pleural,40520-9
pleural macrophages quant,40520-9
pleural macrophages qnt,40520-9
macropages quant pleural,40520-9
pleural macrophages,40520-9
microcytes blood,741-9
microcytes ordinal blood,741-9
blod microcytes,741-9
blood microcytes screen,741-9
blood micrctes blood,741-9
osmotic fragility blood,34964-7
bld fraglity smotic,34964-7
fragilityblood osmotic,34964-7
fragilityblod osotic,34964-7
blood fragilty osmotc of,34964-7
cd8 other body fluid,17824-4
cd8 body other fluid,17824-4
other cd8 body fluid,17824-4
other cd8 bodyfuid,17824-4
c8 oer body fluid,17824-4
protein electrophoresis blood,24351-9
pteinelectrophoresi blood pl,24351-9
prtin elecrohoreis bld,24351-9
blood roteinlectroporesis,24351-9
electrophoresis protein pan blood,24351-9
calculated tbg blood,3027-0
calculated tbg blood point in time,3027-0
tbgblood qnt calulated,3027-0
clculate tbg bld,3027-0
chemistry blod tbg calculated,3027-0
polys pleural,26519-9
pleural polys grans,26519-9
pleural polys leuk,26519-9
polys quan pleural,26519-9
polys granulocyte pleural,26519-9
estradiol blood,2243-4
quantitative estradiol bld,2243-4
ob bld estadiol,2243-4
stradiol bood,2243-4
blood random estradiol,2243-4
absolute hemoglobin blood,718-7
absolte blod hmoglobin,718-7
whole bld absolute hemoglobin bld,718-7
hgb absolut hemoglobin lood,718-7
absolute hemoglobin blood,718-7
"total protein, ascites ascites",2883-7
"total ascites protein, ascites",2883-7
"tota protein, ascites ascites quan",2883-7
"ascites protein, total ascites",2883-7
"total protin, acite ascites",2883-7
myelocytes cerebrospinal fluid (csf),30447-7
cerebospinafluid(csf) leuc myelocytes,30447-7
myelocytes cerebrospinal fluid (csf),30447-7
cerebrospial myeloys point in time fluidcsf),30447-7
cerebrospinal fl myelocytes cerebrospinalfld (cf),30447-7
hemoglobin blood,718-7
hemoglbin random blood,718-7
quantitative hemoglobin blood,718-7
blood hemoglobin,718-7
qnt blod heogobin,718-7
monocytes cerebrospinal fluid (csf),26486-1
monocytes erebrspinal fluid cerebral spinal fluid (csf),26486-1
monocytes cerebrospinal fluid leuk (csf),26486-1
monocytes fluid cerebrospinal (cerebrospinal fluid),26486-1
cerebrospinal monocytes fluid hematology/cell counts csf),26486-1
tyrosine crystals urine,5815-6
crystals tyrosine urine,5815-6
urine crystal tyrosine,5815-6
tyrosine crytals rin,5815-6
tyrosne urine crytas,5815-6
bands cerebrospinal fluid (csf),26509-0
bands crebrospinal csf flui,26509-0
(csf) cerebrospinal fluid bands,26509-0
fluid ceebrospinal bands (sf),26509-0
bands cerebrsal (csf) fuid,26509-0
sex hormone binding globulin blood,2942-1
sex blod plsm gloulin hormonebining,2942-1
hormnbinding sex globulin glob blood,2942-1
sex hormone binding globuin bood sex steroid binding protein,2942-1
sex bindng hormoe globulinbood,2942-1
heinz body prep blood,48068-1
heiz ody prep bld point in time,48068-1
heinz body prep body bld,48068-1
ql prep heinzbo lood,48068-1
heinz qualitative body prep blood,48068-1
"osmolality, ascites ascites",2691-4
"ascis osmolality, ascites quantitative",2691-4
"ascites osmolality, ascites",2691-4
"random osmlality, ascitsascites",2691-4
"osmolality, ascites ascites",2691-4
h/o smear blood,38924-7
h/ smear blood,38924-7
bloo sear h/o,38924-7
smr h/o blood,38924-7
h/o smear blod,38924-7
cd7 other body fluid,57425-1
fluid other body cd7,57425-1
cd7 oher body flid,57425-1
body other cd7 fluid,57425-1
c7 other body fluid,57425-1
folate blood,2284-8
folate blood,2284-8
folate blood serum,2284-8
folate blood pl,2284-8
blod folate,2284-8
ferritin blood,2276-4
ferritin blood quantitative,2276-4
blood ferritin,2276-4
ferritin blood,2276-4
ferritinblod,2276-4
urine specimen type urine,19159-3
urine specimen urine type,19159-3
urne spemen type urne,19159-3
urine specien type urine,19159-3
specimen urine type urine,19159-3
cd59 blood,17177-7
blood cd59,17177-7
blood cd59,17177-7
cd5blood,17177-7
cd59 blood,17177-7
calcium phosphate crystals urine,5775-2
clcium hosphate crysta urine,5775-2
calcium crystals phosphate urine,5775-2
calcium phosphate urine crystals,5775-2
calcium phosphate urine crystals,5775-2
cd20 other body fluid,57418-6
other cd20 body fluid,57418-6
cd20other body fluid,57418-6
body other cd20 fluid,57418-6
cd20 body other fluid,57418-6
porphobilinogen screen urine,2809-2
screen porphobilinn urin,2809-2
porphobilinogen screen urine,2809-2
pophbilinogn urine cren heme,2809-2
porphobilinogen qualitative screen urine,2809-2
"creatinine, joint fluid joint fluid",14401-4
joint aspirate cratinine jintfuid fluid joint,14401-4
"cratinine, jont flui joint flui cr",14401-4
"joint creatinine, fluid joint random fluid",14401-4
"creatinine, level fluid fluid joint joint",14401-4
monocytes ascites,26488-7
monocytesasies,26488-7
ascites monocytes,26488-7
point in time ascits monocytes,26488-7
ascites monocytes,26488-7
plasma cells pleural,40522-5
plasma pleural cells,40522-5
plasma cells pleural hematology/cell counts,40522-5
white blood cell plasma cells leurl,40522-5
wbc plasma cels leural,40522-5
cd3 bone marrow,32529-0
cd3 bne arro,32529-0
cd3 one marrow,32529-0
marrow boe cd3,32529-0
bone cd3 mrrow,32529-0
cd33 other body fluid,51294-7
cd33 ther bod fluid,51294-7
cd33 body other fluid,51294-7
cd33 body othe fld,51294-7
oter cd3 body flud,51294-7
"blood, occult stool",2335-8
"faecal occult bld, stol",2335-8
"bld, ocut ool",2335-8
"blood, occlt stool",2335-8
"stool occult blood, faeces",2335-8
"po2, body fluid other body fluid",2706-0
"fluid body po2, other body fluid",2706-0
"po2, bodyfluidother to2 bodyluid",2706-0
"po2, odyflidother oy fluid quantitative",2706-0
"po2, body fluid ote body fluid",2706-0
"bicarbonate, pleural pleural",54361-1
"pleural bicarbonate, bicar pleural",54361-1
"pleural pleural bicarbonate,",54361-1
"pleural bicarbonate, pulmonology pleural",54361-1
"bicarbonate, pleural pleural",54361-1
cd56 blood,8133-1
blood cd56,8133-1
blood cd56,8133-1
blood cd56,8133-1
cd56 blood,8133-1
renal epithelial cells urine,26052-1
uie cells renalepithelia,26052-1
rena epithlial cells urie,26052-1
renal epihlialclls rine,26052-1
renal urine cells epithelial,26052-1
urine fat bodies urine,2272-3
bodies fat urine urine,2272-3
urine boies fat chemistry urine,2272-3
qual urine bodies fat urine,2272-3
urine fat bodies ordinal urine,2272-3
cd15 bone marrow,51251-7
bone cd15 marrow,51251-7
marrow bone cd15,51251-7
marrow bone cd15,51251-7
cd15 bone mrro,51251-7
cd34 bone marrow,57400-4
bone cd34 marrow,57400-4
cd34 bone mrrow,57400-4
ne d34 marw,57400-4
cd34 bone marrow,57400-4
eosinophils cerebrospinal fluid (csf),26451-5
cerebrospinal eosinophils fluid (cerebrospinal fluid),26451-5
eosnophilscerebrospinal spinal flu (csf) fli,26451-5
eosinophils csf (csf),26451-5
white blood cells cerebrospinal eosinophils fluid (csf),26451-5
"bilirubin, direct blood",1968-7
"direct protein.albumin bilirubin, blood",1968-7
"biliruin, diret bloo",1968-7
"iliubin, direct bloo",1968-7
"bilirubn, direct blood liver",1968-7
cholesterol ratio (total/hdl) blood,9322-9
holesterol rati tot/hl) blood,9322-9
hesteol raio (total/hd) blood hdlc,9322-9
cholesterol ratio (total/hdl) blood cardiology,9322-9
choleserol ratio (ttal/hl) choles bood,9322-9
fluid type other body fluid,14725-6
fluid tye body other luid,14725-6
fluid body other type fluid,14725-6
fluid fluid other body type,14725-6
fluid type fluid body other,14725-6
beta-2 microglobulin blood,32731-2
beta-2 microglobulin blood,32731-2
beta-2 blood microglobulin,32731-2
bet-2 blood glob microglobulin,32731-2
icroglobuli bet-2 beta2 glob blood,32731-2
triple phosphate crystals urine,5814-9
trile phosphate crsls urine,5814-9
phophate triple cystls urine,5814-9
urine phosphate crystals triple,5814-9
urine phosphate crystals triple,5814-9
ptt blood,3173-2
blood ptt,3173-2
blood ptt,3173-2
blood ptt,3173-2
p blood,3173-2
centromere blood,16570-4
blood cen centromere,16570-4
blood centromere,16570-4
blood centromere,16570-4
blood fa centromere,16570-4
"total protein, csf cerebrospinal fluid (csf)",2880-3
"quantitative tol protein, csf cerebropinal luid (csf)",2880-3
"totalproten, random (csf) cerebrospinal fluid cs",2880-3
"total cerebrospinal universallaborders cs proein, fluid (csf)",2880-3
"tolprtein, cs (sf) fli cererospinal",2880-3
chloride blood,2075-0
chloride level bld,2075-0
blood chloride,2075-0
blood chloride,2075-0
chloride blood,2075-0
cd117 other body fluid,42867-2
fluid other body cd117,42867-2
other cd117 body fluid,42867-2
cd117 other body fluid,42867-2
other cd117 body fluid,42867-2
glyco a other body fluid,57430-1
glyco a otherby fluid,57430-1
glyco a other bodyfluid,57430-1
gycoa flud bod othr,57430-1
other a glyco body fluid,57430-1
cd138 blood,42869-8
blood cd138,42869-8
cd138 bloo,42869-8
blood cd138,42869-8
d138 blood,42869-8
fatty urine,5789-3
ftt urie,5789-3
urine fatty,5789-3
urine fatty,5789-3
rine fatty,5789-3
24 hr creatinine urine,2162-6
24 hr creatnine urine mrate,2162-6
creatinine hr 24 urine,2162-6
24 hr qnt creatinine urine,2162-6
ceatinine 24hr urin,2162-6
anti-smooth muscle antibody blood,14252-1
anti-smooth blood antibody muscle,14252-1
ai-smoth antibody muscle blood,14252-1
anti-smooth muscle sr antibody bld,14252-1
anti-smooth antby muscle blood antibody,14252-1
"albumin/creatinine, urine urine",14958-3
"aumin/creatinine, uine urine",14958-3
"albumin/creatiine, urine urine",14958-3
albumin/creatinineurine protein.albumin rine,14958-3
"albumin/creatinine, urine urine",14958-3
cd23 bone marrow,51268-1
bone cd23 marow,51268-1
cd3 bone marro,51268-1
bone cd23 marrow,51268-1
bone cd23 marrow,51268-1
macroovalocytes blood,10376-2
blood macroovalocytes,10376-2
macroovalocytes bld,10376-2
macrovalocytes blood,10376-2
random blood macroovalocytes,10376-2
fmc-7 other body fluid,57428-5
m7 flui body other,57428-5
fmc7 other body fluid,57428-5
fmc-7 fluid body other,57428-5
flud otherbody fmc-,57428-5
"phenytoin, free blood",3969-3
"phenytoin, fre blod",3969-3
"ser or plasma phenytoin, free blood",3969-3
"henytin, free blood serum or plasma",3969-3
"blood free phenytoin,",3969-3
"magnesium, urine urine",2598-1
"urineurine magnsum,",2598-1
"urn agnesiu, urin urine",2598-1
"point in time urine urine magnesium,",2598-1
"magnesium, urine urine quantitative",2598-1
"benzodiazepine screen, urine urine",3390-2
"bnzodizepine scren, urine urine qualitative",3390-2
"benzodiazepine urine urine screen,",3390-2
"benzodiazepine screen, ur pr urine",3390-2
"benzodiazepine screen, qual urine urine",3390-2
% hemoglobin a1c blood,4548-4
point in time % hemoglobin a1c blood,4548-4
blood heoglobina1c % haemoglobin,4548-4
% hemoglobin glycosylated hemoglobin a1c blood,4548-4
blood hemoglobin a1c % hgb,4548-4
pappenheimer bodies blood,7795-8
blood bodies pappenheimer,7795-8
pappenheimer blood bodies,7795-8
blood bodies pappenheimer,7795-8
bodies pappenheimer blood,7795-8
trichomonas urine,32724-7
trichmonas urine qualitative,32724-7
ur trichmonas une,32724-7
trichomonas urine,32724-7
trichomonas rin,32724-7
cd16 blood,8115-8
blood cd16,8115-8
blood cd16,8115-8
cd16 blood,8115-8
blood c6,8115-8
ph other body fluid,2748-2
phother fluid body,2748-2
ph other bod fud,2748-2
p other flu bodyfluid,2748-2
other fl ph body fluid,2748-2
